,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar,Z3-4.4.1,Z3-4.3.2,CVC3,CVC4,Yices,veriT,Alt-Ergo-1.01,Alt-Ergo-0.95.2,Predicted Alt-Ergo-0.95.2,Predicted Alt-Ergo-1.01,Predicted CVC3,Predicted CVC4,Predicted Yices,Predicted Z3-4.3.2,Predicted Z3-4.4.1,Predicted veriT,key,rf,rf time,rf result,best,best time,best result,worst,worst time,worst result,dt,dt time,dt result,rand time
defunctionalization:ReductionSemantics:WP_parameter test,Valid,0.141674249963,Valid,0.140902409273,Valid,0.106930937233,Valid,0.13871785378,Valid,0.106112592162,Valid,0.128161852562,Valid,0.134007228706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ReductionSemantics,1.0,0.0,Valid,0.10548958939,0.0,0.0,0.134007228706,0.128161852562,0.106930937233,0.13871785378,0.106112592162,0.10548958939,0.140902409273,0.141674249963,0.126135026715,0.126706085306,0.102087500712,0.31247327408,0.240163335441,0.30766015884,0.30919704211,0.22983285944,defunctionalization:ReductionSemantics:WP_parameter test,3aAvyzZ4,0.106930937233,Valid,vy3zZ4Aa,0.10548958939,Valid,aA4Zz3yv,0.141674249963,Valid,vy3zZa4A,0.10548958939,Valid,0.125249589134
defunctionalization:ReductionSemantics:size_c_pos,Unknown,0.13458307261,Unknown,0.135561741438,Unknown,0.176043767156,Unknown,0.135639678609,Failure,5.3700952522,Timeout,10.1321506584,Failure,7.6849279636,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,2.0,size_c_pos,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,ReductionSemantics,0.0,1.0,Unknown,0.109993556509,0.0,0.0,12.6118245233,14.2358869399,10.1760437672,10.1356396786,11.3506794078,10.1099935565,10.1355617414,10.1345830726,8.68855167255,8.69859302022,8.86794921839,11.5588640231,11.422929724,10.8202147785,11.9153648686,11.2827327204,defunctionalization:ReductionSemantics:size_c_pos,aA3zvy4Z,23.8789956905,Unknown,vaA43yZz,23.8789956905,Unknown,zZy34Aav,23.8789956905,Timeout,Aa3zZ4vy,23.8789956905,Unknown,23.8789956905
defunctionalization:SemWithError:WP_parameter continue_4,Valid,0.5480010705,Valid,0.167580815344,Valid,0.1616826305,Valid,1.81501461367,Valid,0.776341152091,Valid,0.157145506286,Valid,0.15757102361,5.0,0.0,1.931818,1.0,12.0,44.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,3.0,34.0,WP_parameter continue_4,1.0,0.0,3.0,4.0,2.0,43.0,46.0,2.0,3.0,0.0,0.0,90.0,SemWithError,0.0,37.0,Valid,0.20885132562,0.0,2.0,0.15757102361,0.157145506286,0.1616826305,1.81501461367,0.776341152091,0.20885132562,0.167580815344,0.5480010705,6.43473078927,5.38182758299,7.53715627777,8.46909336937,9.26585797011,9.91492525224,9.56128055541,10.7946922904,defunctionalization:SemWithError:WP_parameter continue_4,Aa34yZzv,0.167580815344,Valid,zZ3Avay4,0.157145506286,Valid,4yavA3Zz,1.81501461367,Valid,Z3vzA4ya,0.15757102361,Valid,0.499023517203
defunctionalization:SemWithError:WP_parameter cps3_correct_expr,Timeout,11.1165365512,Timeout,10.118550583,Unknown,0.267202864412,Timeout,11.1546833266,Unknown,5.0307383072,Valid,0.312404617176,Valid,0.316955435808,3.0,0.0,1.857143,7.0,12.0,49.0,0.0,0.0,2.0,defunctionalization.mlw,0.0,6.0,42.0,WP_parameter cps3_correct_expr,0.0,0.0,2.0,0.0,0.0,59.0,56.0,7.0,6.0,0.0,2.0,113.0,SemWithError,0.0,46.0,Timeout,10.1030180624,3.0,8.0,0.316955435808,0.312404617176,10.2672028644,14.980886493,15.0307383072,14.2151670398,14.226210525,14.9525043018,5.75675868229,4.99001400415,7.26580089127,6.1214332888,7.90424327485,10.1434237153,10.2432302468,12.6498967413,defunctionalization:SemWithError:WP_parameter cps3_correct_expr,Aa43yzZv,38.0001162496,Valid,zZ3vAa4y,0.312404617176,Valid,y4aAv3Zz,48.1076851306,Valid,3yAa4Zzv,38.0046670682,Valid,16.2449232581
defunctionalization:SemWithError:WP_parameter eval_4,Valid,1.2869514218,Valid,0.258034848176,Valid,0.531812965,Timeout,10.2145307646,Timeout,10.1010324288,Valid,0.391967453261,Valid,0.372013145571,5.0,0.0,1.863636,1.0,10.0,44.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,3.0,36.0,WP_parameter eval_4,1.0,0.0,2.0,4.0,1.0,38.0,46.0,2.0,3.0,0.0,0.0,86.0,SemWithError,0.0,33.0,Valid,0.184702588818,0.0,1.0,0.372013145571,0.391967453261,0.531812965,14.2946367125,14.2137558769,0.184702588818,0.258034848176,1.2869514218,5.28907962009,4.11675406838,6.57642613675,7.72080982833,8.63814334178,8.58018359455,8.30969491303,10.1549066892,defunctionalization:SemWithError:WP_parameter eval_4,Aa34Zzyv,0.258034848176,Valid,vAZz3ay4,0.184702588818,Valid,4ya3zZAv,21.6025146152,Valid,Z3vzA4ya,0.372013145571,Valid,3.40647038378
defunctionalization:SemWithError:WP_parameter interpret_4,Valid,0.155440184313,Valid,0.15805497585,Valid,0.15397341524,Valid,0.780327046388,Valid,0.144228958632,Valid,0.158413100712,Valid,0.16119088628,0.0,0.0,1.833333,0.0,6.0,6.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,2.0,5.0,WP_parameter interpret_4,0.0,0.0,1.0,0.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,12.0,SemWithError,0.0,4.0,Valid,0.13849625181,0.0,1.0,0.16119088628,0.158413100712,0.15397341524,0.780327046388,0.144228958632,0.13849625181,0.15805497585,0.155440184313,7.90404121827,6.85185002956,6.89865424833,7.28298001744,9.06774655197,8.30737792174,8.90743936303,9.04812924799,defunctionalization:SemWithError:WP_parameter interpret_4,A34azZvy,0.15805497585,Valid,vy3aAzZ4,0.13849625181,Valid,4ZzAa3yv,0.780327046388,Valid,4Zzv3Aay,0.780327046388,Valid,0.231265602403
defunctionalization:SemWithError:WP_parameter test,Valid,0.149433869393,Valid,0.152407878,Valid,0.147208676764,Valid,0.160249938563,Valid,0.138645105873,Valid,0.146821761062,Valid,0.153733651643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SemWithError,1.0,0.0,Valid,0.126909885396,0.0,0.0,0.153733651643,0.146821761062,0.147208676764,0.160249938563,0.138645105873,0.126909885396,0.152407878,0.149433869393,0.126135026715,0.126706085306,0.102087500712,0.31247327408,0.240163335441,0.30766015884,0.30919704211,0.22983285944,defunctionalization:SemWithError:WP_parameter test,3aAvyzZ4,0.147208676764,Valid,vyz3aAZ4,0.126909885396,Valid,4ZAa3zyv,0.160249938563,Valid,vy3zZa4A,0.126909885396,Valid,0.146926345837
defunctionalization:SemWithError:cps2_correct,Valid,0.1250733242,Valid,0.136387027925,Unknown,0.1359320622,Valid,0.15228137838,Valid,0.122007301136,Valid,0.146986235741,Valid,0.150854068359,0.0,0.0,1.666667,0.0,4.0,3.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,3.0,cps2_correct,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,6.0,SemWithError,0.0,2.0,Valid,0.106962284615,0.0,0.0,0.150854068359,0.146986235741,10.1359320622,0.15228137838,0.122007301136,0.106962284615,0.136387027925,0.1250733242,7.3881075488,6.69397287511,5.69224982089,5.6533301898,8.33123530514,8.67827364545,6.21696245483,7.90057113604,defunctionalization:SemWithError:cps2_correct,43ZAavyz,0.15228137838,Valid,vyaAzZ43,0.106962284615,Valid,34ZzAayv,0.28821344058,Valid,4Z3Avyza,0.15228137838,Valid,0.151356024969
defunctionalization:SemWithError:cps2_correct_expr,Unknown,0.23087053835,Unknown,0.18328006362,Unknown,0.133660287286,Timeout,11.132044309,Failure,7.1531283064,Timeout,10.1299569178,Timeout,10.143509205,0.0,0.0,1.75,1.0,5.0,8.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,8.0,cps2_correct_expr,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,1.0,0.0,0.0,18.0,SemWithError,0.0,8.0,Timeout,10.0847596158,0.0,2.0,14.2439734271,14.2343256657,10.1336602873,14.9640372392,12.2950089291,14.2021961861,10.1832800636,10.2308705384,6.49985361865,5.75553299326,7.13074181079,3.75107611887,7.64008259696,8.31878671455,6.55344957417,10.2196283121,defunctionalization:SemWithError:cps2_correct_expr,4AaZ3yzv,49.1912092433,Timeout,3AayvzZ4,49.1912092433,Unknown,4ZzvyaA3,49.1912092433,Timeout,4za3AZyv,49.1912092433,Timeout,49.1912092433
defunctionalization:SemWithError:cps2_correct_expr_aux,Valid,0.12792992362,Valid,0.124581359444,Valid,0.115568687385,Valid,0.15027841994,Valid,0.1007327882,Valid,0.157667290607,Valid,0.152523639308,0.0,0.0,2.8,0.0,5.0,5.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,5.0,cps2_correct_expr_aux,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,15.0,SemWithError,0.0,9.0,Timeout,10.0935958114,0.0,0.0,0.152523639308,0.157667290607,0.115568687385,0.15027841994,0.1007327882,14.208471994,0.124581359444,0.12792992362,6.77325626845,5.71032373491,8.22096810702,5.4521646078,9.60413018587,7.89594695989,7.53590000373,8.39902210052,defunctionalization:SemWithError:cps2_correct_expr_aux,4AaZz3vy,0.15027841994,Valid,y3Aa4Zzv,0.1007327882,Valid,vzZ4aA3y,10.251263102,Valid,Aa34Zzyv,0.124581359444,Valid,1.39445406335
defunctionalization:SemWithError:cps3_correct,Valid,0.129737987021,Valid,0.131422128426,Unknown,0.180791758889,Valid,0.159858520217,Valid,0.113678975937,Valid,0.152147497656,Valid,0.144645325258,0.0,0.0,1.666667,0.0,4.0,3.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,3.0,cps3_correct,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,6.0,SemWithError,0.0,2.0,Valid,0.11255211728,0.0,0.0,0.144645325258,0.152147497656,10.1807917589,0.159858520217,0.113678975937,0.11255211728,0.131422128426,0.129737987021,7.3881075488,6.69397287511,5.69224982089,5.6533301898,8.33123530514,8.67827364545,6.21696245483,7.90057113604,defunctionalization:SemWithError:cps3_correct,43ZAavyz,0.159858520217,Valid,vyaAZz43,0.11255211728,Valid,34zZAayv,0.340650279106,Valid,4Z3Avyza,0.159858520217,Valid,0.157462191546
defunctionalization:SemWithError:cps_correct,Valid,0.12868548445,Valid,0.133507747455,Valid,0.106666520968,Valid,0.14290425891,Valid,0.107598404576,Valid,0.1433174318,Valid,0.136879350552,0.0,0.0,1.666667,0.0,4.0,3.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,3.0,cps_correct,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,6.0,SemWithError,0.0,2.0,Valid,0.0970412448704,0.0,0.0,0.136879350552,0.1433174318,0.106666520968,0.14290425891,0.107598404576,0.0970412448704,0.133507747455,0.12868548445,7.3881075488,6.69397287511,5.69224982089,5.6533301898,8.33123530514,8.67827364545,6.21696245483,7.90057113604,defunctionalization:SemWithError:cps_correct,43ZAavyz,0.14290425891,Valid,v3yaAZ4z,0.0970412448704,Valid,z4ZAay3v,0.1433174318,Valid,4Z3Avyza,0.14290425891,Valid,0.124575055448
defunctionalization:SemWithError:cps_correct_expr,Unknown,0.1213008544,Unknown,0.134341870395,Timeout,10.0941531252,Unknown,0.140154808372,Unknown,3.6794460126,Timeout,10.1159410728,Timeout,10.1315963018,0.0,0.0,2.25,0.0,6.0,4.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,2.0,4.0,cps_correct_expr,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,10.0,SemWithError,0.0,4.0,Timeout,10.0805933028,0.0,0.0,14.2354923913,14.2243546001,14.2088679111,10.1401548084,13.6794460126,14.1992380548,10.1343418704,10.1213008544,11.8878422632,10.9002139295,9.96904238778,5.66713514915,9.88586152072,9.72024850419,6.98126371987,10.4266328556,defunctionalization:SemWithError:cps_correct_expr,4Zzy3vAa,44.4975273484,Unknown,aA4yv3zZ,44.4975273484,Unknown,Zz3vy4Aa,44.4975273484,Timeout,Z4zyA3av,44.4975273484,Timeout,44.4975273484
defunctionalization:SemWithError:size_c_pos,Unknown,0.15261045352,Unknown,0.158839956489,Unknown,6.5102987542,Unknown,0.176153448186,Timeout,10.098067337,Timeout,10.1510603088,Timeout,10.1463222508,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,2.0,size_c_pos,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,SemWithError,0.0,1.0,Timeout,10.100747816,0.0,0.0,14.2459768081,14.2493517534,16.5102987542,10.1761534482,14.2116488819,14.2135536177,10.1588399565,10.1526104535,8.68855167255,8.69859302022,8.86794921839,11.5588640231,11.422929724,10.8202147785,11.9153648686,11.2827327204,defunctionalization:SemWithError:size_c_pos,aA3zvy4Z,47.494100325,Unknown,aA4yvZz3,47.494100325,Unknown,3zZvy4Aa,47.494100325,Unknown,Aa3zZ4vy,47.494100325,Unknown,47.494100325
defunctionalization:SemWithError:size_e_pos,Unknown,0.142098427384,Unknown,0.147565957961,Unknown,1.8226606104,Timeout,11.1204268356,Timeout,10.1067788248,Timeout,10.1310555828,Timeout,10.1235357294,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,defunctionalization.mlw,0.0,1.0,2.0,size_e_pos,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,SemWithError,0.0,1.0,Unknown,0.1114320644,0.0,0.0,14.2297566973,14.2351075592,11.8226606104,14.9553967853,14.2178401388,10.1114320644,10.147565958,10.1420984274,8.68855167255,8.69859302022,8.86794921839,11.5588640231,11.422929724,10.8202147785,11.9153648686,11.2827327204,defunctionalization:SemWithError:size_e_pos,aA3zvy4Z,43.7055540327,Unknown,vaA3yZz4,43.7055540327,Unknown,4zZy3Aav,43.7055540327,Timeout,Aa3zZ4vy,43.7055540327,Unknown,43.7055540327
edit_distance:EditDistance:WP_parameter distance,Timeout,11.135601846,Timeout,10.157209245,Timeout,10.1593623554,Timeout,11.1694650292,Timeout,10.1478607798,Timeout,10.1951620184,Timeout,10.1591453562,144.0,0.0,2.166667,0.0,57.0,678.0,0.0,0.0,0.0,edit_distance.mlw,0.0,56.0,454.0,WP_parameter distance,2.0,0.0,71.0,191.0,9.0,734.0,680.0,2.0,56.0,0.0,0.0,1470.0,EditDistance,0.0,543.0,Timeout,10.152056596,0.0,0.0,14.2551125695,14.2808027989,14.2552672184,14.9918961122,14.2470726258,14.2500615131,14.253732832,14.9666839504,14.4291796216,12.8914443733,11.7968684972,14.4236901782,13.7606814695,11.4144975565,11.6037124271,13.7204688847,edit_distance:EditDistance:WP_parameter distance,zZ3Avy4a,83.275863226,Timeout,yvAZ3za4,83.275863226,Timeout,4az3ZAvy,83.275863226,Timeout,ZzyvA34a,83.275863226,Timeout,83.275863226
edit_distance:EditDistance:suffix_length,Timeout,11.1216420962,Timeout,10.1398940054,Timeout,10.1291741468,Timeout,11.1743116304,Timeout,10.1538788486,Timeout,10.1678211934,Timeout,10.1892397312,1.0,0.0,1.8,0.0,6.0,10.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,8.0,suffix_length,0.0,0.0,1.0,1.0,0.0,8.0,10.0,0.0,1.0,0.0,0.0,19.0,EditDistance,0.0,7.0,Timeout,10.1161472692,0.0,0.0,14.2765754402,14.2612968492,14.2337686119,14.995507341,14.2513597833,14.2245012416,14.2413991743,14.9563004422,6.5020127469,5.50663068916,4.96544577244,4.6000245429,8.23694807578,6.55551703525,6.24874273935,7.27542064671,edit_distance:EditDistance:suffix_length,43AZazvy,83.1921089212,Timeout,v3AyzZa4,83.1921089212,Timeout,4aZzyA3v,83.1921089212,Timeout,zZ3vA4ay,83.1921089212,Timeout,83.1921089212
edit_distance:Word:dist_concat_left,Timeout,11.1242766066,Timeout,10.1365122466,Timeout,10.1232526696,Timeout,11.1605659014,Timeout,10.1520709692,Timeout,10.175700483,Timeout,10.158492992,0.0,0.0,2.333333,0.0,6.0,6.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,5.0,dist_concat_left,0.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,15.0,Word,0.0,8.0,Timeout,10.1072157836,0.0,0.0,14.2546476585,14.2669155854,14.2295553203,14.9852671394,14.2500717529,14.2181507552,14.2389915558,14.9582595919,7.01353326319,6.22300598457,6.62254242026,6.53128264308,8.42879842326,8.02890459397,7.6073497176,9.45221067842,edit_distance:Word:dist_concat_left,A43aZzyv,83.138087652,Timeout,v3AyZza4,83.138087652,Timeout,4azZyA3v,83.138087652,Timeout,aAzZ43yv,83.138087652,Timeout,83.138087652
edit_distance:Word:dist_concat_right,Valid,0.155936636457,Valid,0.15559332231,Timeout,10.1066582142,Valid,0.174543053077,Valid,0.248364845439,Valid,0.15974302285,Valid,0.156475323535,0.0,0.0,2.333333,0.0,6.0,6.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,5.0,dist_concat_right,0.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,15.0,Word,0.0,8.0,Valid,0.13263111489,0.0,0.0,0.156475323535,0.15974302285,14.2177544028,0.174543053077,0.248364845439,0.13263111489,0.15559332231,0.155936636457,7.01353326319,6.22300598457,6.62254242026,6.53128264308,8.42879842326,8.02890459397,7.6073497176,9.45221067842,edit_distance:Word:dist_concat_right,A43aZzyv,0.15559332231,Valid,vAaZz4y3,0.13263111489,Valid,3y4zZaAv,10.3550230596,Valid,aAzZ43yv,0.155936636457,Valid,1.43237332228
edit_distance:Word:dist_symetry,Timeout,11.1276305782,Timeout,10.1300102526,Timeout,10.120555582,Timeout,10.1927292202,Failure,6.6284135886,Timeout,10.1795654388,Timeout,10.1940396482,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,2.0,dist_symetry,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,10.0,Word,0.0,6.0,Timeout,10.107995557,0.0,0.0,14.2800015528,14.2696724743,14.2276366726,14.2790661094,11.9973274816,14.218705081,14.2343636218,14.9607540681,4.91720920586,4.75693338516,8.52071524781,8.98857338664,10.705419866,6.73986437196,6.76845532234,6.9407056316,edit_distance:Word:dist_symetry,AazZv34y,78.6809398656,Timeout,yv3Az4Za,78.6809398656,Failure,aZ4zA3vy,78.6809398656,Timeout,a3AyzZv4,78.6809398656,Timeout,78.6809398656
edit_distance:Word:first_last,Unknown,0.15521346323,Unknown,0.169517916845,Unknown,0.172636620455,Valid,0.356127790544,Timeout,10.1605451614,Timeout,10.114713691,Timeout,10.1311406328,1.0,0.0,1.777778,0.0,7.0,9.0,0.0,1.0,0.0,edit_distance.mlw,0.0,1.0,8.0,first_last,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,2.0,0.0,0.0,17.0,Word,0.0,6.0,Timeout,10.1085270012,0.0,1.0,14.235168089,14.2234817485,10.1726366205,0.356127790544,14.256110198,14.2190828865,10.1695179168,10.1552134632,8.8120683351,8.32833351889,8.41824650805,4.10593789863,9.42248373427,8.18589219504,6.55495601672,9.8150673903,edit_distance:Word:first_last,4ZzA3ayv,0.356127790544,Valid,4aA3vzZy,0.356127790544,Valid,yZzv3Aa4,41.3684222775,Valid,4za3AZyv,0.356127790544,Valid,20.862275034
edit_distance:Word:first_last_explicit,Timeout,11.1154149036,Timeout,10.2043130928,Timeout,10.1081789986,Timeout,11.080360975,Timeout,10.1646393428,Timeout,10.1246949854,Timeout,10.1302897236,0.0,0.0,1.857143,0.0,6.0,7.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,7.0,first_last_explicit,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,14.0,Word,0.0,6.0,Timeout,10.1209699766,0.0,1.0,14.2345625112,14.230581455,14.2188354892,14.9256289427,14.2590284721,14.2279314472,14.28733725,14.9516704244,10.2635303086,9.30765067539,8.95779105219,3.29961362107,9.62406482688,9.70268278398,7.61377948246,9.88370531121,edit_distance:Word:first_last_explicit,4Z3Ayzva,83.0488619984,Timeout,3vzZyA4a,83.0488619984,Timeout,a4AyZzv3,83.0488619984,Timeout,Aa34Zzyv,83.0488619984,Timeout,83.0488619984
edit_distance:Word:key_lemma_left,Timeout,11.1128382762,Timeout,10.124991686,Timeout,10.1193704804,Valid,0.323855917739,Timeout,10.112173885,Valid,0.168753089533,Valid,0.15870415523,2.0,0.0,2.25,0.0,9.0,12.0,0.0,1.0,0.0,edit_distance.mlw,0.0,1.0,9.0,key_lemma_left,0.0,0.0,1.0,1.0,0.0,14.0,12.0,0.0,2.0,0.0,0.0,28.0,Word,0.0,13.0,Timeout,10.1009783978,0.0,0.0,0.15870415523,0.168753089533,14.2267936978,0.323855917739,14.2216757339,14.2137174797,14.2307925514,14.9497549998,3.95253558522,3.61242934332,4.94683061474,3.99965840273,7.50726291829,4.9244663236,4.30903204258,5.51393010733,edit_distance:Word:key_lemma_left,Aa4Zz3vy,21.5616858799,Valid,Zz4vy3Aa,0.15870415523,Valid,aA3yv4zZ,51.8942086431,Valid,AavzZ34y,31.5075614495,Valid,13.1096925689
edit_distance:Word:key_lemma_right,Timeout,11.1102006094,Timeout,10.125721787,Timeout,10.120507569,Timeout,11.1314531562,Failure,10.008893731,Timeout,10.1478250574,Timeout,10.1447660462,2.0,0.0,2.285714,0.0,11.0,14.0,0.0,1.0,0.0,edit_distance.mlw,0.0,2.0,10.0,key_lemma_right,0.0,0.0,2.0,1.0,0.0,16.0,14.0,0.0,3.0,0.0,0.0,33.0,Word,0.0,15.0,Timeout,10.1027449034,0.0,0.0,14.2448684842,14.2470471816,14.2276025195,14.9635974742,14.1484258389,14.2149729012,14.2313120164,14.9477944052,5.06872621215,4.7091368024,6.30896031079,5.77296299727,8.61737906808,6.48197581115,6.10880793695,6.19313239131,edit_distance:Word:key_lemma_right,Aa4Zv3zy,82.8921128596,Timeout,yv3AZza4,82.8921128596,Failure,4azZA3vy,82.8921128596,Timeout,43vAayZz,82.8921128596,Timeout,82.8921128596
edit_distance:Word:min_dist_diff,Timeout,11.1266183474,Timeout,10.1284861014,Timeout,10.1044068454,Timeout,10.2563106336,Timeout,10.1191703678,Timeout,10.1443551388,Timeout,10.1489370064,0.0,0.0,2.214286,0.0,8.0,14.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,10.0,min_dist_diff,0.0,0.0,3.0,1.0,0.0,17.0,14.0,0.0,1.0,1.0,0.0,32.0,Word,0.0,16.0,Timeout,10.113761141,0.0,0.0,14.2478392172,14.2445758513,14.2161541106,14.3245212071,14.2266513605,14.2228043795,14.2332789865,14.9600011982,7.56877850969,7.13516956918,9.22928792095,9.95531698909,10.2722760535,8.89553718455,8.45123838552,9.08803468113,edit_distance:Word:min_dist_diff,AaZzv34y,82.1420455818,Timeout,3vyAzZ4a,82.1420455818,Timeout,a4ZzAyv3,82.1420455818,Timeout,AavZzy34,82.1420455818,Timeout,82.1420455818
edit_distance:Word:min_dist_eps,Timeout,11.1203209044,Timeout,10.1365427584,Valid,1.25252017713,Timeout,11.1322974488,Timeout,10.1111651336,Failure,8.7974378484,Failure,8.6501734308,0.0,0.0,1.857143,0.0,5.0,7.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,6.0,min_dist_eps,0.0,0.0,1.0,1.0,0.0,8.0,7.0,0.0,1.0,0.0,0.0,14.0,Word,0.0,5.0,Timeout,10.1034408614,0.0,2.0,13.2221594448,13.3189681543,1.25252017713,14.9642255559,14.2209584895,14.215467535,14.2390132767,14.9553180179,6.86549972332,5.98167526028,5.63881251835,5.94415396421,8.42002884586,7.55281249415,7.20602845678,8.03331978625,edit_distance:Word:min_dist_eps,34AaZzvy,1.25252017713,Valid,3ZzvyAa4,1.25252017713,Valid,4aAyvzZ3,71.3038985629,Valid,zZ3vA4ay,18.7001314563,Valid,36.27820937
edit_distance:Word:min_dist_eps_length,Unknown,0.1518303628,Unknown,0.15316901467,Timeout,10.1286054748,Timeout,11.1514886652,Timeout,10.154762921,Timeout,10.1408225628,Timeout,10.1294897112,0.0,0.0,1.666667,0.0,4.0,3.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,3.0,min_dist_eps_length,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,6.0,Word,0.0,2.0,Timeout,10.1134860054,0.0,1.0,14.2339931786,14.2420603232,14.2333639335,14.978507918,14.251989685,14.2226087333,10.1531690147,10.1518303628,7.030080019,6.06476543298,4.87434189078,4.13088193487,7.76970848605,8.29208619839,4.74938078248,7.21864610923,edit_distance:Word:min_dist_eps_length,4Z3Aavyz,62.1236547179,Timeout,aAv3Zzy4,62.1236547179,Unknown,4yzZ3vAa,62.1236547179,Timeout,4Z3Avyza,62.1236547179,Timeout,62.1236547179
edit_distance:Word:min_dist_equal,Timeout,11.1184303784,Timeout,10.1280303846,Timeout,10.0994610226,Timeout,10.2286558356,Timeout,10.1324512604,Timeout,10.1496810616,Timeout,10.1316449582,0.0,0.0,2.6,0.0,5.0,5.0,0.0,0.0,0.0,edit_distance.mlw,0.0,1.0,4.0,min_dist_equal,0.0,0.0,1.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,14.0,Word,0.0,8.0,Timeout,10.0957149568,0.0,0.0,14.2355270208,14.2483692278,14.2126391971,14.3047334894,14.2361008898,14.2099774978,14.2329546993,14.9539123335,5.75358131634,5.05018656682,6.79325209333,7.95535175427,8.87877081679,7.59743118435,7.66453108521,9.39148345565,edit_distance:Word:min_dist_equal,Aa3zZ4yv,82.0840698582,Timeout,v3AZyz4a,82.0840698582,Timeout,a4zyZA3v,82.0840698582,Timeout,AavZz34y,82.0840698582,Timeout,82.0840698582
