,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar,Z3-4.4.1,Z3-4.3.2,CVC3,CVC4,Yices,veriT,Alt-Ergo-1.01,Alt-Ergo-0.95.2,Predicted Alt-Ergo-0.95.2,Predicted Alt-Ergo-1.01,Predicted CVC3,Predicted CVC4,Predicted Yices,Predicted Z3-4.3.2,Predicted Z3-4.4.1,Predicted veriT,key,rf,rf time,rf result,best,best time,best result,worst,worst time,worst result,dt,dt time,dt result,rand time
algo64:Algo64:WP_parameter qs,Valid,0.1417702986,Valid,0.144168389909,Valid,0.155903339425,Valid,0.199770886,Timeout,10.1305134988,Valid,0.1495368046,Valid,0.17330425934,7.0,0.0,2.344828,0.0,14.0,29.0,0.0,0.0,0.0,algo64.mlw,0.0,2.0,17.0,WP_parameter qs,1.0,0.0,2.0,13.0,3.0,37.0,30.0,1.0,2.0,0.0,0.0,69.0,Algo64,0.0,24.0,Valid,0.1196706252,0.0,0.0,0.17330425934,0.1495368046,0.155903339425,0.199770886,14.2347217658,0.1196706252,0.144168389909,0.1417702986,4.26685939935,3.43642548724,3.38178364817,6.73819915356,5.43466965013,2.83260687622,2.70743703092,4.55185777932,algo64:Algo64:WP_parameter qs,Zz3Aavy4,0.17330425934,Valid,vaAz3Z4y,0.1196706252,Valid,y4Z3zAav,10.3302843848,Valid,vzZ3Aa4y,0.1196706252,Valid,1.42118913065
algo64:Algo64:WP_parameter quicksort,Timeout,11.10764641,Valid,1.24336445806,Unknown,3.37014803291,Timeout,10.2428171616,Timeout,10.1320052184,Timeout,10.1500691392,Timeout,10.1493484674,34.0,0.0,2.306306,0.0,24.0,111.0,0.0,0.0,0.0,algo64.mlw,0.0,7.0,66.0,WP_parameter quicksort,1.0,0.0,7.0,24.0,4.0,138.0,112.0,1.0,7.0,0.0,0.0,257.0,Algo64,0.0,114.0,Timeout,10.1065849062,0.0,0.0,14.2481323096,14.2486456736,13.3701480329,14.3148630244,14.2357834258,14.2177022921,1.24336445806,14.9458960511,7.88000225134,6.7929752646,8.16490970922,9.15878456321,9.02266845236,8.17730474566,8.21970739423,10.6557307963,algo64:Algo64:WP_parameter quicksort,Aa3zZy4v,1.24336445806,Valid,A3vyZz4a,1.24336445806,Valid,a4zZyv3A,66.5019837938,Valid,yzZA4a3v,31.6747872831,Valid,33.8726741259
assigning_meanings_to_programs:Division:WP_parameter division,Valid,0.1134789336,Valid,0.123863276735,Valid,0.09831209516,Valid,0.125075420022,Unknown,0.09332588692,Valid,0.141274788732,Valid,0.1206830878,9.0,0.0,2.179487,0.0,16.0,39.0,0.0,0.0,0.0,assigning_meanings_to_programs.mlw,0.0,4.0,26.0,WP_parameter division,1.0,0.0,4.0,9.0,0.0,42.0,40.0,1.0,4.0,0.0,0.0,86.0,Division,0.0,33.0,Unknown,0.09441667634,0.0,0.0,0.1206830878,0.141274788732,0.09831209516,0.125075420022,10.0933258869,10.0944166763,0.123863276735,0.1134789336,4.14417615234,3.14845977375,3.54499499595,4.49844400208,6.98473493236,4.11217982169,3.77965182962,6.96368593158,assigning_meanings_to_programs:Division:WP_parameter division,A3Zza4vy,0.123863276735,Valid,3aZA4zyv,0.09831209516,Valid,vyz4AZa3,0.329017351992,Valid,34AaZzvy,0.09831209516,Valid,0.147268299855
assigning_meanings_to_programs:Sum:WP_parameter sum,Valid,0.1249513174,Valid,0.135712000522,Valid,0.1129616778,Valid,0.172411418174,Valid,0.128384678128,Valid,0.153488968591,Valid,0.185854883902,13.0,0.0,2.215686,0.0,17.0,51.0,0.0,0.0,0.0,assigning_meanings_to_programs.mlw,0.0,4.0,34.0,WP_parameter sum,1.0,0.0,4.0,20.0,0.0,58.0,52.0,1.0,4.0,0.0,0.0,114.0,Sum,0.0,38.0,Timeout,10.084403065,0.0,0.0,0.185854883902,0.153488968591,0.1129616778,0.172411418174,0.128384678128,14.2019430071,0.135712000522,0.1249513174,4.51579275603,3.8062975406,3.3917606168,5.42344614141,5.3065873028,3.75034275169,3.61558538603,6.19894701457,assigning_meanings_to_programs:Sum:WP_parameter sum,3ZzAay4v,0.1129616778,Valid,3ayAz4Zv,0.1129616778,Valid,vZ4zAya3,10.2702579489,Valid,34AaZzvy,0.1129616778,Valid,1.40537394663
balance:Puzzle12:WP_parameter solve12,Valid,1.3147664975,Valid,1.3298766946,Failure,7.28657493114,Valid,0.370115346,Valid,0.161969135909,Valid,0.20464282693,Valid,0.219374184105,142.0,0.0,1.836842,26.0,43.0,570.0,0.0,0.0,0.0,balance.mlw,0.0,29.0,385.0,WP_parameter solve12,1.0,0.0,16.0,226.0,26.0,624.0,597.0,27.0,29.0,1.0,0.0,1150.0,Puzzle12,0.0,296.0,Valid,0.17624770069,2.0,100.0,0.219374184105,0.20464282693,12.3731230588,0.370115346,0.161969135909,0.17624770069,1.3298766946,1.3147664975,13.9459425044,12.465102573,12.6984858291,13.8936246491,13.3961793487,11.9697976019,12.1982365507,13.157081494,balance:Puzzle12:WP_parameter solve12,zZA3vy4a,0.20464282693,Valid,yvzZ4aA3,0.161969135909,Valid,3Aa4Zzvy,8.61645162574,Valid,ZzyvA34a,0.219374184105,Valid,1.45039220721
balance:Puzzle8:WP_parameter solve3,Valid,0.157569828564,Valid,0.161820824447,Valid,0.1417758008,Timeout,10.1758916292,Valid,0.1202484854,Valid,0.1426334326,Valid,0.17424867724,11.0,0.0,2.019608,2.0,17.0,51.0,0.0,0.0,0.0,balance.mlw,0.0,4.0,35.0,WP_parameter solve3,0.0,0.0,2.0,13.0,3.0,61.0,53.0,2.0,4.0,0.0,0.0,112.0,Puzzle8,0.0,42.0,Timeout,10.11438929,0.0,6.0,0.17424867724,0.1426334326,0.1417758008,14.2670519186,0.1202484854,14.2232510598,0.161820824447,0.157569828564,5.15611511337,4.06474251534,5.59293177728,7.33202122844,7.85425131453,5.10889175585,5.31160507831,7.78498044306,balance:Puzzle8:WP_parameter solve3,AzaZ34vy,0.161820824447,Valid,y3zaAZv4,0.1202484854,Valid,4vZAaz3y,20.4645295964,Valid,zZyAa34v,0.1426334326,Valid,3.04832773473
balance:Puzzle8:WP_parameter solve8,Valid,0.538552520429,Valid,0.3009765912,Valid,0.367690690833,Valid,0.1882675976,Valid,0.1308563852,Valid,0.163259126238,Valid,0.186368899554,24.0,0.0,2.06383,4.0,29.0,94.0,0.0,0.0,0.0,balance.mlw,0.0,6.0,62.0,WP_parameter solve8,0.0,0.0,3.0,50.0,5.0,116.0,98.0,4.0,6.0,0.0,0.0,210.0,Puzzle8,0.0,55.0,Timeout,10.1261881286,1.0,10.0,0.186368899554,0.163259126238,0.367690690833,0.1882675976,0.1308563852,14.2316438269,0.3009765912,0.538552520429,10.752187053,8.2928771612,9.15807056809,11.0038035423,10.876243374,9.97152115949,10.7260504098,11.0683416836,balance:Puzzle8:WP_parameter solve8,A3zZay4v,0.3009765912,Valid,yzZ4A3av,0.1308563852,Valid,va3A4Zzy,10.664740649,Valid,A34vayzZ,0.3009765912,Valid,1.53376948908
binary_multiplication:BinaryMultiplication:WP_parameter binary_mult,Valid,0.757276057808,Valid,0.2237095019,Valid,0.169027771138,Timeout,10.13305623,Unknown,0.114402532042,Valid,0.748093149429,Valid,1.2825707406,11.0,0.0,2.145161,0.0,20.0,62.0,0.0,0.0,0.0,binary_multiplication.mlw,0.0,7.0,41.0,WP_parameter binary_mult,2.0,0.0,7.0,17.0,0.0,63.0,64.0,2.0,7.0,3.0,0.0,134.0,BinaryMultiplication,0.0,46.0,Unknown,0.108327632556,0.0,0.0,1.2825707406,0.748093149429,0.169027771138,14.2365314793,10.114402532,10.1083276326,0.2237095019,0.757276057808,5.51621829741,4.50912924025,4.90805578232,7.65420647752,6.59248549427,5.064387828,4.98224158181,7.68918171793,binary_multiplication:BinaryMultiplication:WP_parameter binary_mult,A3Zzay4v,0.2237095019,Valid,3AzaZvy4,0.169027771138,Valid,4yvZazA3,11.6383571352,Valid,34AaZzvy,0.169027771138,Valid,2.36209984327
bresenham:M:WP_parameter bresenham,Timeout,11.0676253986,Unknown,0.858467579065,Unknown,9.0416894748,Unknown,0.090520135,Unknown,0.060191617,Timeout,10.0736214624,Timeout,10.083126864,11.0,0.0,1.57377,0.0,21.0,122.0,0.0,0.0,0.0,bresenham.mlw,0.0,5.0,104.0,WP_parameter bresenham,1.0,0.0,6.0,37.0,1.0,95.0,123.0,1.0,5.0,0.0,0.0,193.0,M,0.0,28.0,Unknown,0.0576639224,0.0,30.0,14.2010368409,14.1942893224,19.0416894748,10.090520135,10.060191617,10.0576639224,10.8584675791,14.9161768548,10.2842163041,8.48356350485,8.19230331973,10.8038794716,9.51120547795,11.2081471071,11.5452543122,11.2326390217,bresenham:M:WP_parameter bresenham,3Aya4zvZ,41.3329064533,Unknown,vy4AzZa3,41.3329064533,Unknown,3aZzA4yv,41.3329064533,Unknown,3yaA4Zzv,41.3329064533,Unknown,41.3329064533
bresenham:M:closest,Unknown,0.1142938202,Unknown,0.1013040062,Timeout,10.0967881118,Unknown,0.0911569306857,Unknown,0.0581544408,Timeout,10.072398026,Timeout,10.0735476504,0.0,0.0,1.928571,0.0,8.0,14.0,0.0,0.0,0.0,bresenham.mlw,0.0,2.0,13.0,closest,0.0,0.0,1.0,2.0,0.0,12.0,14.0,0.0,2.0,0.0,0.0,28.0,M,0.0,10.0,Unknown,0.0608577299796,0.0,0.0,14.1942369385,14.1934210814,14.2107399587,10.0911569307,10.0581544408,10.06085773,10.1013040062,10.1142938202,6.04511016627,5.42032685376,6.01267064463,6.59965541055,9.25674154313,8.29480104972,7.65837010447,7.8094890188,bresenham:M:closest,A3a4Zvzy,30.6685007161,Unknown,yv4AazZ3,30.6685007161,Unknown,3ZzaA4vy,30.6685007161,Timeout,3Aa4vyzZ,30.6685007161,Timeout,30.6685007161
coincidence_count:CoincidenceCount:WP_parameter coincidence_count,Timeout,11.1148179528,Timeout,10.1366336926,Timeout,10.1274726576,Timeout,10.9729206656,Timeout,10.144977455,Timeout,10.1705519766,Timeout,10.1677239066,40.0,0.0,1.952381,0.0,32.0,210.0,0.0,0.0,0.0,coincidence_count.mlw,0.0,7.0,160.0,WP_parameter coincidence_count,4.0,0.0,7.0,34.0,2.0,190.0,214.0,4.0,7.0,1.0,0.0,411.0,CoincidenceCount,0.0,156.0,Timeout,10.1153559096,0.0,0.0,14.2612274872,14.2632439336,14.2325578316,14.8460428375,14.2450190439,14.2239384552,14.2390780115,14.9512266428,11.1086361357,8.59278664599,10.5944262117,10.8420352475,10.2522455674,9.13613609642,9.18056534419,11.4667391213,coincidence_count:CoincidenceCount:WP_parameter coincidence_count,AzZy34av,82.9504542164,Timeout,v3AyZz4a,82.9504542164,Timeout,a4zZyA3v,82.9504542164,Timeout,4Avy3zZa,82.9504542164,Timeout,82.9504542164
coincidence_count:CoincidenceCount:drop_left,Valid,1.715279489,Valid,0.39030722875,Timeout,10.1157230196,Timeout,10.2046373894,Unknown,3.4744544762,Timeout,10.1576843438,Timeout,10.14933989,1.0,0.0,2.0,0.0,7.0,11.0,0.0,0.0,0.0,coincidence_count.mlw,0.0,1.0,9.0,drop_left,0.0,0.0,1.0,2.0,0.0,11.0,11.0,0.0,1.0,0.0,0.0,23.0,CoincidenceCount,0.0,9.0,Timeout,10.1037543566,0.0,0.0,14.2481261997,14.2540713913,14.2241995279,14.2875688712,13.4744544762,14.215690349,0.39030722875,1.715279489,6.2308583431,5.69737550787,5.51510463781,5.72067509435,8.94422734512,8.94745105106,8.7448118051,7.37014827986,coincidence_count:CoincidenceCount:drop_left,3A4avZyz,10.5060302484,Valid,Aayv3Zz4,0.39030722875,Valid,4zZ3vyaA,55.9208729646,Valid,3Aa4vyzZ,10.5060302484,Valid,19.1213245174
coincidence_count:CoincidenceCount:not_mem_inter_l,Valid,1.499697942,Valid,0.340782697122,Valid,0.399686826108,Valid,0.280584835359,Unknown,3.74135713329,Timeout,10.163610409,Timeout,10.1554138796,1.0,0.0,1.933333,0.0,8.0,15.0,0.0,0.0,0.0,coincidence_count.mlw,0.0,1.0,11.0,not_mem_inter_l,0.0,0.0,2.0,2.0,0.0,14.0,15.0,0.0,1.0,1.0,0.0,30.0,CoincidenceCount,0.0,12.0,Timeout,10.1133186036,0.0,0.0,14.2524535104,14.2582950084,0.399686826108,0.280584835359,13.7413571333,14.2224896969,0.340782697122,1.499697942,7.04528705351,6.37895433127,7.35877820526,8.86823394237,9.74683611814,9.71031018873,9.38324081689,8.13736192929,coincidence_count:CoincidenceCount:not_mem_inter_l,Aa3v4Zzy,0.340782697122,Valid,4A3ayvZz,0.280584835359,Valid,zZvya3A4,35.6733979675,Valid,34vyAaZz,0.399686826108,Valid,7.46492808025
coincidence_count:CoincidenceCount:not_mem_inter_r,Valid,1.5406932768,Valid,0.334315156143,Valid,0.391827212882,Valid,0.274825327545,Unknown,3.7750570662,Timeout,10.1540815342,Timeout,10.144258963,1.0,0.0,1.933333,0.0,8.0,15.0,0.0,0.0,0.0,coincidence_count.mlw,0.0,1.0,11.0,not_mem_inter_r,0.0,0.0,2.0,2.0,0.0,14.0,15.0,0.0,1.0,1.0,0.0,30.0,CoincidenceCount,0.0,12.0,Timeout,10.101846845,0.0,0.0,14.2445073593,14.2515041944,0.391827212882,0.274825327545,13.7750570662,14.2143346548,0.334315156143,1.5406932768,7.04528705351,6.37895433127,7.35877820526,8.86823394237,9.74683611814,9.71031018873,9.38324081689,8.13736192929,coincidence_count:CoincidenceCount:not_mem_inter_r,Aa3v4Zzy,0.334315156143,Valid,4A3ayvZz,0.274825327545,Valid,zZvya3A4,35.7159376852,Valid,34vyAaZz,0.391827212882,Valid,7.47046412502
cursor:IntArrayCursor:WP_parameter create,Valid,0.15074125836,Valid,0.151605868273,Valid,0.174823940704,Valid,0.179380702846,Valid,0.148179251462,Valid,0.1685609418,Valid,0.166482982357,0.0,0.0,2.125,0.0,7.0,8.0,0.0,0.0,0.0,cursor.mlw,0.0,1.0,6.0,WP_parameter create,0.0,0.0,1.0,3.0,1.0,10.0,8.0,0.0,1.0,0.0,0.0,18.0,IntArrayCursor,0.0,6.0,Valid,0.13556041362,0.0,1.0,0.166482982357,0.1685609418,0.174823940704,0.179380702846,0.148179251462,0.13556041362,0.151605868273,0.15074125836,3.71980853664,3.54471757757,3.84551165868,5.00508368217,7.88713004897,5.93085592607,5.41323033238,6.61093619693,cursor:IntArrayCursor:WP_parameter create,Aa34Zzvy,0.151605868273,Valid,vyaAZz34,0.13556041362,Valid,43zZAayv,0.179380702846,Valid,aZv3Az4y,0.15074125836,Valid,0.159416919928
cursor:IntArrayCursor:WP_parameter has_next,Unknown,0.167640710182,Unknown,0.321806656065,Timeout,10.173802068,Valid,0.180384163844,Timeout,10.1276511838,Valid,0.16406051476,Valid,0.161685108743,1.0,0.0,2.1,0.0,6.0,10.0,0.0,0.0,0.0,cursor.mlw,0.0,1.0,7.0,WP_parameter has_next,0.0,1.0,1.0,1.0,0.0,11.0,11.0,1.0,1.0,1.0,0.0,22.0,IntArrayCursor,0.0,9.0,Timeout,10.1247139242,0.0,1.0,0.161685108743,0.16406051476,14.2655616265,0.180384163844,14.2326848662,14.2305949295,10.3218066561,10.1676407102,5.45671054318,4.91386267461,4.92771743233,3.72160354839,7.34091015823,5.226687752,4.11118341084,6.78182216804,cursor:IntArrayCursor:WP_parameter has_next,4ZA3zavy,0.180384163844,Valid,Zz4aAvy3,0.161685108743,Valid,3yvAa4zZ,31.0959987061,Valid,A43ayzZv,0.502190819909,Valid,7.89761356468
cursor:IntArrayCursor:WP_parameter next,Unknown,0.216911671906,Valid,0.246775392122,Valid,0.195958455047,Timeout,10.1979957792,Unknown,7.2272241682,Failure,8.140191337,Failure,8.29477946285,7.0,0.0,2.081081,2.0,18.0,37.0,0.0,0.0,2.0,cursor.mlw,0.0,4.0,24.0,WP_parameter next,0.0,0.0,4.0,3.0,1.0,44.0,39.0,2.0,4.0,1.0,0.0,84.0,IntArrayCursor,0.0,36.0,Timeout,10.1261029798,0.0,3.0,12.9924349657,12.8942900155,0.195958455047,14.2828259778,17.2272241682,14.2315832414,0.246775392122,10.2169116719,6.26129468816,4.98381797627,7.05185737186,7.74436626168,8.76066722988,9.77240436942,9.70216687682,10.9570011704,cursor:IntArrayCursor:WP_parameter next,Aa34yZzv,0.246775392122,Valid,3AazZv4y,0.195958455047,Valid,y4vZzaA3,44.4499807911,Valid,3yAa4Zzv,0.195958455047,Valid,14.9557687232
cursor:IntArrayCursor:WP_parameter reverse_cons,Valid,0.313617198185,Valid,0.54038478864,Valid,0.198475564,Timeout,10.455537809,Valid,0.1702550301,Valid,0.1747446182,Valid,0.1677246122,4.0,0.0,2.093023,0.0,13.0,43.0,0.0,0.0,0.0,cursor.mlw,0.0,1.0,35.0,WP_parameter reverse_cons,1.0,0.0,2.0,6.0,2.0,46.0,44.0,1.0,1.0,0.0,0.0,91.0,IntArrayCursor,0.0,40.0,Timeout,10.128648722,0.0,0.0,0.1677246122,0.1747446182,0.198475564,14.4678357357,0.1702550301,14.2333947087,0.54038478864,0.313617198185,6.95188060512,6.05235433751,3.75700775481,7.64479319518,7.30242874426,5.56943858629,4.5990591251,7.07851773572,cursor:IntArrayCursor:WP_parameter reverse_cons,3ZzAavy4,0.198475564,Valid,Zyz3aAv4,0.1677246122,Valid,4vAa3zyZ,21.1245713196,Valid,3A4zZvay,0.198475564,Valid,3.20146504441
cursor:IntListCursor:WP_parameter create,Valid,0.153419078878,Valid,0.160719895625,Valid,0.1426910613,Valid,0.1641082329,Valid,0.13697393462,Valid,0.159770151872,Valid,0.157771060726,0.0,0.0,1.666667,0.0,4.0,3.0,0.0,0.0,0.0,cursor.mlw,0.0,1.0,3.0,WP_parameter create,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,6.0,IntListCursor,0.0,2.0,Valid,0.131404292764,0.0,1.0,0.157771060726,0.159770151872,0.1426910613,0.1641082329,0.13697393462,0.131404292764,0.160719895625,0.153419078878,7.030080019,6.06476543298,4.87434189078,4.13088193487,7.76970848605,8.29208619839,4.74938078248,7.21864610923,cursor:IntListCursor:WP_parameter create,4Z3Aavyz,0.1641082329,Valid,vy3aZzA4,0.131404292764,Valid,4AzZa3yv,0.1641082329,Valid,4Z3Avyza,0.1641082329,Valid,0.150857213586
cursor:IntListCursor:WP_parameter has_next,Valid,0.146107732538,Valid,0.156209215638,Valid,0.129619729932,Valid,0.153873661811,Valid,0.12622134487,Valid,0.149583561978,Valid,0.145351250955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,cursor.mlw,0.0,0.0,0.0,WP_parameter has_next,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,IntListCursor,1.0,0.0,Valid,0.128680055905,0.0,0.0,0.145351250955,0.149583561978,0.129619729932,0.153873661811,0.12622134487,0.128680055905,0.156209215638,0.146107732538,0.126135026715,0.126706085306,0.102087500712,0.31247327408,0.240163335441,0.30766015884,0.30919704211,0.22983285944,cursor:IntListCursor:WP_parameter has_next,3aAvyzZ4,0.129619729932,Valid,yv3Zaz4A,0.12622134487,Valid,A4zaZ3vy,0.156209215638,Valid,vy3zZa4A,0.128680055905,Valid,0.141955819203
cursor:IntListCursor:WP_parameter next,Valid,0.154725497305,Valid,0.158763429415,Valid,0.160632107511,Valid,0.182257215906,Valid,0.143308410984,Valid,0.618739614077,Valid,0.583572288882,4.0,0.0,2.0,2.0,14.0,25.0,0.0,0.0,2.0,cursor.mlw,0.0,3.0,17.0,WP_parameter next,0.0,0.0,3.0,0.0,0.0,30.0,27.0,2.0,3.0,1.0,0.0,57.0,IntListCursor,0.0,25.0,Timeout,10.1344835048,0.0,3.0,0.583572288882,0.618739614077,0.160632107511,0.182257215906,0.143308410984,14.237547398,0.158763429415,0.154725497305,4.4363309815,3.63039276455,4.83748623681,5.35837624007,5.47908019197,11.4498166547,11.3446996222,12.4224761081,cursor:IntListCursor:WP_parameter next,Aa34yZzv,0.158763429415,Valid,yaA34Zzv,0.143308410984,Valid,vzZ43Aay,10.7532231189,Valid,34yAaZzv,0.160632107511,Valid,1.55281023297
cursor:TestArrayCursor:WP_parameter array_sum,Valid,8.6528159242,Valid,0.210523780214,Valid,0.425543758273,Valid,0.4080733158,Valid,2.8712259074,Timeout,10.1708076088,Timeout,10.1850648942,13.0,0.0,2.013514,1.0,27.0,74.0,0.0,0.0,1.0,cursor.mlw,0.0,7.0,49.0,WP_parameter array_sum,1.0,1.0,6.0,7.0,4.0,75.0,77.0,3.0,7.0,2.0,0.0,153.0,TestArrayCursor,0.0,61.0,Timeout,10.1215484328,0.0,6.0,14.2735961446,14.2634262159,0.425543758273,0.4080733158,2.8712259074,14.2283429351,0.210523780214,8.6528159242,8.15867417562,6.75274796402,8.01932093566,9.17601857222,8.93936986434,9.74351598042,9.89390809775,11.2443489814,cursor:TestArrayCursor:WP_parameter array_sum,A3ay4zZv,0.210523780214,Valid,A43yavzZ,0.210523780214,Valid,Zzvay34A,39.13023686,Valid,3yAa4Zzv,0.425543758273,Valid,7.59320669314
cursor:TestArrayCursor:WP_parameter array_sum_array_to_list,Valid,0.19380581981,Valid,0.161508097138,Timeout,10.1311732842,Timeout,10.2016203256,Valid,1.00018792542,Timeout,10.163387735,Timeout,10.1725380088,2.0,0.0,2.259259,0.0,11.0,27.0,0.0,0.0,0.0,cursor.mlw,0.0,1.0,21.0,WP_parameter array_sum_array_to_list,1.0,0.0,2.0,3.0,2.0,33.0,28.0,1.0,1.0,0.0,0.0,62.0,TestArrayCursor,0.0,30.0,Timeout,10.1173410104,0.0,0.0,14.2646601621,14.2581362826,14.2351913269,14.2854141441,1.00018792542,14.2253502284,0.161508097138,0.19380581981,8.20336717212,6.87968164857,5.95277585036,7.52350181385,9.62286789631,8.34816028198,6.19210673603,8.08336715839,cursor:TestArrayCursor:WP_parameter array_sum_array_to_list,3ZA4vazy,20.4652193901,Valid,Aayv3zZ4,0.161508097138,Valid,4Zz3vyaA,51.7862482894,Valid,Z3v4zAya,50.9475684611,Valid,13.1483490385
cursor:TestArrayCursor:WP_parameter harness1,Timeout,11.1252867182,Timeout,10.1292345376,Valid,3.17609041744,Valid,0.4271922818,Unknown,3.1985163436,Timeout,10.1609671986,Timeout,10.1553477104,10.0,0.0,2.04878,1.0,18.0,41.0,0.0,0.0,1.0,cursor.mlw,0.0,5.0,24.0,WP_parameter harness1,0.0,0.0,4.0,8.0,2.0,44.0,42.0,1.0,5.0,1.0,0.0,88.0,TestArrayCursor,0.0,32.0,Timeout,10.1374980062,0.0,3.0,14.2524063624,14.2564109933,3.17609041744,0.4271922818,13.1985163436,14.2396933192,14.2338115878,14.959010815,4.85784791829,3.93667941579,4.59931367577,6.15748932965,7.4727157667,5.17976130947,5.0452607197,7.36106706545,cursor:TestArrayCursor:WP_parameter harness1,A3aZz4vy,13.305324955,Valid,43yAvZza,0.4271922818,Valid,azZvAy34,58.082940932,Valid,vzZ3Aa4y,33.6299033326,Valid,20.1039248545
cursor:TestCursor:WP_parameter sum,Valid,0.217177424071,Valid,0.162862251893,Valid,0.194209358255,Timeout,10.183004417,Valid,0.152965743833,Valid,0.169354802062,Valid,0.1739266884,19.0,0.0,2.050505,0.0,29.0,99.0,4.0,0.0,0.0,cursor.mlw,0.0,9.0,72.0,WP_parameter sum,1.0,1.0,5.0,13.0,3.0,96.0,105.0,2.0,9.0,0.0,0.0,208.0,TestCursor,0.0,81.0,Valid,0.154551762844,0.0,2.0,0.1739266884,0.169354802062,0.194209358255,14.2721259438,0.152965743833,0.154551762844,0.162862251893,0.217177424071,11.1624011867,9.68258141389,10.0687417239,12.106103944,10.6841620607,10.9142217711,11.0793801876,11.6450321008,cursor:TestCursor:WP_parameter sum,A3yzZav4,0.162862251893,Valid,yvAzZ3a4,0.152965743833,Valid,4a3ZzAvy,10.4001818411,Valid,yvZ3zA4a,0.152965743833,Valid,1.44788241375
cursor:TestListCursor:WP_parameter list_sum,Valid,0.1687637184,Valid,0.160869906682,Valid,0.165688766306,Valid,0.209915636429,Valid,0.152082673611,Timeout,10.1560090138,Timeout,10.161624689,13.0,0.0,1.859155,1.0,22.0,71.0,0.0,0.0,1.0,cursor.mlw,0.0,7.0,51.0,WP_parameter list_sum,1.0,1.0,5.0,2.0,0.0,61.0,74.0,3.0,7.0,2.0,0.0,136.0,TestListCursor,0.0,52.0,Valid,0.142458867046,0.0,6.0,14.2568796137,14.2528775722,0.165688766306,0.209915636429,0.152082673611,0.142458867046,0.160869906682,0.1687637184,8.11355053014,6.96563202271,7.55723358732,7.82222612046,8.80851148916,10.3712885999,10.2906602972,11.8068873657,cursor:TestListCursor:WP_parameter list_sum,A34ayZzv,0.160869906682,Valid,vyA3a4zZ,0.142458867046,Valid,Zz4a3Ayv,20.5275493392,Valid,3yAa4Zzv,0.165688766306,Valid,3.06914902848
decrease1:Decrease1:WP_parameter search,Unknown,0.531188237848,Unknown,0.437311551306,Timeout,10.1022164102,Valid,0.21718312649,Valid,0.15447432104,Valid,0.142680658297,Valid,0.145394888054,32.0,0.0,2.06383,0.0,22.0,141.0,0.0,0.0,0.0,decrease1.mlw,0.0,12.0,82.0,WP_parameter search,3.0,0.0,16.0,38.0,1.0,136.0,144.0,3.0,12.0,8.0,2.0,292.0,Decrease1,0.0,98.0,Valid,10.095078004,0.0,0.0,0.145394888054,0.142680658297,14.2145972999,0.21718312649,0.15447432104,10.095078004,10.4373115513,10.5311882378,6.15707527796,5.09965114373,6.2590801596,7.65625374975,7.45431336238,5.33934964737,5.46713852632,9.03705663754,decrease1:Decrease1:WP_parameter search,AzZa3y4v,0.579992209603,Valid,zZy4vAa3,0.142680658297,Valid,3aAv4yZz,21.1657942034,Valid,Aa3yZzv4,11.2251905204,Valid,3.99608156614
decrease1:Decrease1:WP_parameter search_rec,Unknown,0.867201336016,Unknown,0.411409808154,Unknown,0.250476237633,Valid,1.0984645526,Timeout,10.0910272814,Valid,0.15907394007,Valid,0.154404564833,52.0,0.0,2.009709,0.0,23.0,206.0,0.0,0.0,0.0,decrease1.mlw,0.0,15.0,117.0,WP_parameter search_rec,3.0,0.0,15.0,37.0,4.0,191.0,209.0,3.0,15.0,12.0,6.0,415.0,Decrease1,0.0,154.0,Valid,0.21928678407,0.0,0.0,0.154404564833,0.15907394007,10.2504762376,1.0984645526,14.2066474439,0.21928678407,10.4114098082,10.867201336,10.0834458089,7.54393810233,9.94343677378,10.7031752755,10.1357459758,8.78783181129,8.82712878925,11.0908673796,decrease1:Decrease1:WP_parameter search_rec,AzZ3ay4v,0.570483748224,Valid,Zzv43Aay,0.154404564833,Valid,yaA34vzZ,12.7185792158,Valid,Aa3yZzv4,11.774519228,Valid,2.73183039303
