,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar
mergesort_array:TopDownMergesort:WP_parameter mergesort,Valid,0.20244598478048775,Valid,0.20631710777777776,Valid,0.22796758363461536,Valid,0.2482526188,Timeout,10.176890626799999,Valid,0.22205564994000004,Valid,0.2241586387142857,11.0,0.0,2.162162,0.0,13.0,37.0,0.0,0.0,0.0,mergesort_array.mlw,0.0,4.0,20.0,WP_parameter mergesort,0.0,0.0,4.0,10.0,2.0,40.0,37.0,0.0,4.0,0.0,0.0,81.0,TopDownMergesort,0.0,30.0,Valid,0.21046304638,0.0,0.0
mergesort_array:TopDownMergesort:WP_parameter mergesort_rec,Valid,2.4138579022,Valid,0.44168355032,Unknown,3.2501002802000003,Timeout,10.2960892728,Timeout,10.172524172,Timeout,10.187382663,Timeout,10.1941426202,43.0,0.0,2.227642,0.0,32.0,123.0,0.0,0.0,0.0,mergesort_array.mlw,0.0,5.0,68.0,WP_parameter mergesort_rec,1.0,0.0,5.0,19.0,5.0,146.0,124.0,1.0,5.0,1.0,1.0,275.0,TopDownMergesort,0.0,127.0,Unknown,0.2082628097,0.0,0.0
mergesort_list:EfficientMerge:WP_parameter merge,Valid,0.16644144438461542,Valid,0.15899923142307693,Valid,0.18048892,Valid,0.340811230137931,Valid,0.9902753213999999,Valid,0.17325495228,Valid,0.16977102664285712,8.0,0.0,1.828571,0.0,11.0,35.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,4.0,20.0,WP_parameter merge,0.0,0.0,6.0,0.0,1.0,27.0,35.0,0.0,4.0,0.0,0.0,65.0,EfficientMerge,0.0,26.0,Valid,0.15723092714285716,0.0,1.0
mergesort_list:EfficientMerge:WP_parameter merge_aux,Timeout,11.1169681472,Valid,8.1586846502,Timeout,10.154279208,Timeout,10.2075928164,Timeout,10.1674576572,Timeout,10.1655874842,Timeout,10.168448771,25.0,0.0,1.860294,3.0,15.0,136.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,9.0,91.0,WP_parameter merge_aux,1.0,0.0,15.0,2.0,5.0,117.0,140.0,4.0,9.0,0.0,0.0,263.0,EfficientMerge,0.0,111.0,Timeout,10.149407643,1.0,3.0
mergesort_list:EfficientMerge:sorted_reverse_cons,Timeout,11.1238754202,Valid,0.8924151497142858,Valid,0.47745507859999997,Valid,9.2770026308,Failure,6.0546222252,Timeout,10.1464776416,Timeout,10.146188587800001,0.0,0.0,1.8,0.0,7.0,10.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,2.0,7.0,sorted_reverse_cons,0.0,0.0,3.0,0.0,0.0,7.0,10.0,0.0,2.0,0.0,0.0,19.0,EfficientMerge,0.0,7.0,Timeout,10.142182038,0.0,0.0
mergesort_list:Elt:Trans,Valid,0.13813385776923076,Valid,0.15071513754545454,Valid,0.15049196626,Valid,0.1549012055,Valid,0.14882347329896906,Valid,0.145128295968254,Valid,0.14595402721978024,0.0,0.0,2.2,0.0,5.0,5.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,1.0,3.0,Trans,0.0,0.0,2.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,12.0,Elt,0.0,6.0,Valid,0.13964782074999998,0.0,0.0
mergesort_list:Merge:WP_parameter merge,Timeout,11.1275963456,Timeout,10.1544856994,Timeout,10.149127345599998,Timeout,10.679672082,Failure,3.4398936012,Timeout,10.138736611,Timeout,10.155331276999998,16.0,0.0,1.75641,3.0,14.0,78.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,3.0,57.0,WP_parameter merge,1.0,0.0,3.0,2.0,2.0,65.0,82.0,4.0,3.0,0.0,0.0,147.0,Merge,0.0,59.0,Timeout,10.1490152958,1.0,3.0
mergesort_list:Mergesort:WP_parameter mergesort,Timeout,11.118081923800002,Valid,0.4375222874871794,Timeout,10.1586216954,Timeout,10.2169833228,Failure,3.5024115183999998,Timeout,10.1444143714,Timeout,10.1446518284,14.0,0.0,1.754717,1.0,18.0,53.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,5.0,34.0,WP_parameter mergesort,0.0,0.0,4.0,5.0,0.0,40.0,54.0,1.0,5.0,0.0,1.0,97.0,Mergesort,0.0,31.0,Timeout,10.143057899800002,2.0,2.0
mergesort_list:Mergesort:WP_parameter split,Timeout,11.1286916938,Timeout,10.1498962234,Timeout,10.1576378944,Valid,8.603987372599999,Unknown,1.7828153492000003,Timeout,10.1561041906,Timeout,10.1454673262,11.0,0.0,1.685185,1.0,17.0,108.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,4.0,83.0,WP_parameter split,0.0,0.0,4.0,11.0,3.0,76.0,109.0,1.0,4.0,0.0,7.0,186.0,Mergesort,0.0,62.0,Timeout,10.136772145399998,0.0,3.0
mergesort_list:OCamlMergesort:WP_parameter chop,Valid,0.17279469600000003,Valid,0.16999716657692313,Timeout,10.1433823632,Valid,0.23703678665000003,Unknown,2.3655944478888893,Timeout,10.1525425738,Timeout,10.174606254,5.0,0.0,2.103448,1.0,13.0,29.0,0.0,0.0,1.0,mergesort_list.mlw,0.0,2.0,21.0,WP_parameter chop,1.0,0.0,2.0,5.0,1.0,33.0,31.0,2.0,2.0,0.0,0.0,65.0,OCamlMergesort,0.0,25.0,Timeout,10.1255104506,1.0,1.0
mergesort_list:OCamlMergesort:WP_parameter mergesort,Unknown,0.16982653119000002,Unknown,0.19381332019999997,Unknown,0.7379620137234042,Timeout,11.1454504098,Timeout,9.4630177434,Timeout,10.155625687,Timeout,10.1552888632,5.0,0.0,2.0,0.0,10.0,19.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,2.0,12.0,WP_parameter mergesort,1.0,0.0,1.0,2.0,1.0,17.0,20.0,1.0,2.0,0.0,0.0,39.0,OCamlMergesort,0.0,15.0,Unknown,0.29102834549999995,0.0,0.0
mergesort_list:OCamlMergesort:WP_parameter prefix_append,Valid,1.4158699162000001,Valid,0.2438087164459459,Timeout,10.1810265978,Timeout,11.166752630400001,Unknown,1.6777778372,Timeout,10.1650933156,Timeout,10.1604995454,4.0,0.0,1.788462,2.0,13.0,52.0,0.0,0.0,1.0,mergesort_list.mlw,0.0,1.0,45.0,WP_parameter prefix_append,0.0,0.0,2.0,1.0,1.0,47.0,54.0,2.0,1.0,0.0,0.0,100.0,OCamlMergesort,0.0,41.0,Timeout,10.15175202,2.0,2.0
mergesort_list:OCamlMergesort:WP_parameter prefix_length,Valid,0.1719923872978723,Valid,0.1696479589130435,Timeout,10.1530967066,Valid,0.23996059197590358,Unknown,7.354093006800001,Timeout,10.159777732799999,Timeout,10.173321784999999,5.0,0.0,1.9375,1.0,12.0,32.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,1.0,24.0,WP_parameter prefix_length,1.0,0.0,2.0,5.0,1.0,32.0,34.0,2.0,1.0,0.0,0.0,66.0,OCamlMergesort,0.0,25.0,Timeout,10.147288085,1.0,1.0
mergesort_list:OCamlMergesort:WP_parameter rev_merge,Timeout,11.121276132199998,Timeout,10.1525632032,Timeout,10.144937606400001,Timeout,11.1751802838,Timeout,10.1740388178,Timeout,10.170836048999998,Timeout,10.1812615446,25.0,0.0,1.818182,3.0,15.0,143.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,9.0,98.0,WP_parameter rev_merge,1.0,0.0,15.0,2.0,5.0,117.0,147.0,4.0,9.0,0.0,0.0,270.0,OCamlMergesort,0.0,111.0,Timeout,10.1343280802,1.0,3.0
mergesort_list:OCamlMergesort:WP_parameter rev_merge_rev,Timeout,11.128227265,Valid,10.1530379628,Timeout,10.137691882999999,Timeout,11.177208266600001,Timeout,10.1695792928,Timeout,10.1698756216,Timeout,10.181077682200002,25.0,0.0,1.835714,3.0,15.0,140.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,9.0,94.0,WP_parameter rev_merge_rev,1.0,0.0,15.0,2.0,5.0,117.0,144.0,4.0,9.0,1.0,0.0,267.0,OCamlMergesort,0.0,111.0,Timeout,10.147255837600001,1.0,3.0
mergesort_list:OCamlMergesort:WP_parameter rev_sort,Timeout,11.1426830712,Timeout,10.1524974808,Timeout,10.164305782,Timeout,11.167771719799997,Failure,4.6135538258,Timeout,10.161098585400001,Timeout,10.1728539886,27.0,0.0,1.895833,2.0,28.0,192.0,0.0,0.0,2.0,mergesort_list.mlw,0.0,7.0,141.0,WP_parameter rev_sort,11.0,0.0,9.0,11.0,5.0,174.0,205.0,13.0,7.0,10.0,0.0,371.0,OCamlMergesort,0.0,142.0,Unknown,0.21476073608333335,4.0,15.0
mergesort_list:OCamlMergesort:WP_parameter sort,Timeout,11.144146822,Timeout,10.143141540399998,Timeout,10.155367497399999,Timeout,11.157972934800002,Unknown,4.676685277999999,Timeout,10.180372058,Timeout,10.1736253462,27.0,0.0,1.960894,2.0,28.0,179.0,0.0,0.0,2.0,mergesort_list.mlw,0.0,7.0,137.0,WP_parameter sort,11.0,0.0,9.0,11.0,5.0,174.0,192.0,13.0,7.0,1.0,0.0,358.0,OCamlMergesort,0.0,142.0,Unknown,0.20822581430434786,4.0,15.0
mergesort_list:OCamlMergesort:permut_prefix,Timeout,11.1419365238,Timeout,10.1468770512,Timeout,10.146155360400002,Timeout,11.1563274256,Failure,3.9492882708000003,Timeout,10.148330951,Timeout,10.14181466,0.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,1.0,3.0,permut_prefix,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,7.0,OCamlMergesort,0.0,3.0,Unknown,0.168823796375,0.0,0.0
mergesort_list:OCamlMergesort:sorted_rev_append,Timeout,11.158805643600001,Timeout,10.141903794,Timeout,10.1440204052,Timeout,11.155792215400002,Failure,7.468788025,Valid,0.19887465199999999,Valid,0.20044946596969693,0.0,0.0,1.785714,0.0,9.0,14.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,2.0,9.0,sorted_rev_append,0.0,0.0,5.0,0.0,0.0,10.0,14.0,0.0,2.0,0.0,0.0,26.0,OCamlMergesort,0.0,10.0,Timeout,10.1338114552,0.0,0.0
mergesort_list:OCamlMergesort:sorted_reverse_cons,Timeout,11.1308487468,Valid,0.89291321675,Valid,0.48773943071428566,Valid,9.4822102516,Failure,6.024895212400001,Timeout,10.1507389194,Timeout,10.152921825,0.0,0.0,1.8,0.0,7.0,10.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,2.0,7.0,sorted_reverse_cons,0.0,0.0,3.0,0.0,0.0,7.0,10.0,0.0,2.0,0.0,0.0,19.0,OCamlMergesort,0.0,7.0,Timeout,10.146748706,0.0,0.0
mergesort_list:OCamlMergesort:sorted_reverse_cons2,Valid,0.1863401564035088,Valid,0.17097981114893618,Valid,0.1744365320588235,Valid,0.19752957441791041,Valid,1.3738915594285714,Valid,0.16722433372727272,Valid,0.1683816583030303,0.0,0.0,1.5,0.0,6.0,6.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,1.0,5.0,sorted_reverse_cons2,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,10.0,OCamlMergesort,0.0,3.0,Timeout,10.148303186800002,0.0,0.0
mergesort_list:OCamlMergesort:sorted_reverse_mem,Timeout,11.128227356,Valid,1.10941781,Timeout,10.1523758528,Timeout,11.156862695600001,Valid,0.6132323812962964,Timeout,10.1562728594,Timeout,10.1597510868,0.0,0.0,2.0,0.0,6.0,7.0,0.0,0.0,0.0,mergesort_list.mlw,0.0,2.0,5.0,sorted_reverse_mem,0.0,0.0,2.0,0.0,0.0,6.0,7.0,0.0,2.0,0.0,0.0,15.0,OCamlMergesort,0.0,6.0,Timeout,10.1390566086,0.0,0.0
mergesort_queue:MergesortQueue:Trans,Valid,0.1099263792,Valid,0.13191999094117646,Valid,0.10926277507792206,Valid,0.13451741289000002,Valid,0.10454731848387096,Valid,0.1249013483076923,Valid,0.12380356762162159,0.0,0.0,2.2,0.0,5.0,5.0,0.0,0.0,0.0,mergesort_queue.mlw,0.0,1.0,3.0,Trans,0.0,0.0,2.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,12.0,MergesortQueue,0.0,6.0,Valid,0.0989322638470588,0.0,0.0
mergesort_queue:MergesortQueue:WP_parameter merge,Timeout,11.132193229799999,Timeout,10.1271058088,Timeout,10.1299441652,Timeout,10.2047134062,Timeout,10.1385714478,Timeout,10.162156364000001,Timeout,10.1568130286,90.0,0.0,1.866799,12.0,31.0,503.0,0.0,0.0,12.0,mergesort_queue.mlw,0.0,50.0,339.0,WP_parameter merge,8.0,0.0,62.0,14.0,0.0,436.0,523.0,20.0,50.0,12.0,0.0,976.0,MergesortQueue,0.0,373.0,Timeout,10.126733219799998,4.0,33.0
mergesort_queue:MergesortQueue:WP_parameter mergesort,Timeout,11.103086025599998,Unknown,0.15343952484210527,Timeout,10.1292045988,Timeout,10.180415656600001,Unknown,2.740919213,Timeout,10.124748041,Timeout,10.123724361399999,32.0,0.0,1.743169,2.0,35.0,183.0,0.0,1.0,2.0,mergesort_queue.mlw,0.0,15.0,130.0,WP_parameter mergesort,3.0,2.0,12.0,13.0,0.0,138.0,190.0,7.0,16.0,4.0,5.0,326.0,MergesortQueue,0.0,105.0,Timeout,10.112403872600002,0.0,18.0
mjrty:Mjrty:WP_parameter mjrty,Timeout,11.110271728599999,Timeout,10.1169061296,Timeout,10.107123714,Timeout,10.1814972726,Timeout,10.1019177298,Valid,0.31022773090000005,Valid,0.30978404304545454,40.0,0.0,2.356863,0.0,34.0,255.0,0.0,0.0,0.0,mjrty.mlw,0.0,21.0,183.0,WP_parameter mjrty,6.0,0.0,23.0,120.0,3.0,320.0,261.0,6.0,21.0,6.0,0.0,602.0,Mjrty,0.0,200.0,Timeout,10.099445032,0.0,0.0
muller:Muller:WP_parameter compact,Timeout,11.101491628400002,Valid,0.9412039031428571,Timeout,10.1115515942,Valid,1.5732509099999998,Valid,0.49857940275999996,Valid,0.16180332823076923,Valid,0.16516506872,60.0,0.0,2.213992,0.0,36.0,243.0,0.0,0.0,0.0,muller.mlw,0.0,18.0,153.0,WP_parameter compact,3.0,0.0,23.0,112.0,4.0,275.0,246.0,3.0,18.0,3.0,0.0,539.0,Muller,0.0,163.0,Timeout,10.0960459096,0.0,0.0
my_cosine:M:WP_parameter my_cosine,Timeout,11.101779175999999,Timeout,10.122115451400001,Failure,0.12367436017857143,Timeout,11.101327450000001,Unknown,0.12017679510526315,Failure,7.679762653,Failure,7.7219148848,4.0,0.0,1.448718,0.0,22.0,78.0,0.0,0.0,0.0,my_cosine.mlw,7.0,6.0,68.0,WP_parameter my_cosine,0.0,0.0,6.0,0.0,0.0,39.0,78.0,0.0,6.0,0.0,0.0,114.0,M,0.0,23.0,Unknown,0.11062630388,0.0,9.0
optimal_replay:OptimalReplay:WP_parameter distance,Timeout,11.1070309238,Timeout,10.1238974528,Timeout,10.1075379156,Timeout,10.2956705628,Timeout,10.109659207,Timeout,10.118098816,Timeout,10.119654281199999,96.0,0.0,2.009828,0.0,44.0,407.0,0.0,0.0,0.0,optimal_replay.mlw,0.0,29.0,276.0,WP_parameter distance,1.0,0.0,32.0,94.0,3.0,389.0,408.0,1.0,29.0,0.0,0.0,819.0,OptimalReplay,0.0,288.0,Timeout,10.0935628188,0.0,7.0
patience:PatienceAbstract:WP_parameter play_card,Unknown,2.4298033504000003,Unknown,0.5036103338333333,Unknown,0.865047308,Timeout,10.185765515400002,Timeout,10.135713532599999,Timeout,10.141647201800001,Timeout,10.1504503004,30.0,0.0,2.328829,4.0,31.0,222.0,0.0,0.0,0.0,patience.mlw,0.0,24.0,161.0,WP_parameter play_card,4.0,0.0,27.0,54.0,4.0,272.0,230.0,8.0,24.0,0.0,0.0,526.0,PatienceAbstract,0.0,218.0,Timeout,10.1279575352,0.0,0.0
patience:PatienceAbstract:WP_parameter play_cards,Valid,0.42539421499999996,Valid,0.25009993636111116,Valid,0.2004732057857143,Timeout,10.210543068800002,Timeout,10.1225381728,Valid,0.19006525720000003,Valid,0.18849605660000002,18.0,0.0,2.164706,2.0,22.0,85.0,0.0,0.0,1.0,patience.mlw,0.0,8.0,56.0,WP_parameter play_cards,0.0,0.0,8.0,3.0,3.0,98.0,87.0,2.0,8.0,0.0,0.0,191.0,PatienceAbstract,0.0,91.0,Timeout,10.1161651964,1.0,2.0
patience:PatienceAbstract:WP_parameter play_game,Timeout,11.1270545808,Timeout,10.1389739792,Unknown,2.4048358387142854,Timeout,11.1541622914,Failure,5.331851024,Timeout,10.153707322199999,Unknown,0.75726919775,112.0,0.0,1.99322,14.0,31.0,590.0,2.0,5.0,0.0,patience.mlw,0.0,35.0,420.0,WP_parameter play_game,1.0,0.0,49.0,120.0,7.0,561.0,607.0,15.0,40.0,2.0,0.0,1207.0,PatienceAbstract,0.0,434.0,Timeout,10.1584104012,6.0,1.0
patience:PatienceAbstract:WP_parameter test,Valid,0.14616963045,Valid,0.1573500426,Valid,0.14585349292857144,Valid,0.17491809576923079,Timeout,10.118698586999999,Valid,0.15644331747,Valid,0.17157378399999998,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,patience.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,PatienceAbstract,1.0,0.0,Valid,0.136532079,0.0,0.0
patience:PatienceCode:WP_parameter play_cards,Valid,0.1396098141625,Valid,0.14151800764285716,Valid,0.14542020595,Valid,0.17280872014285714,Valid,0.1353044063,Valid,0.17492404512499998,Valid,0.18093613991011237,4.0,0.0,1.666667,2.0,12.0,21.0,0.0,0.0,1.0,patience.mlw,0.0,3.0,14.0,WP_parameter play_cards,0.0,0.0,3.0,0.0,0.0,19.0,23.0,2.0,3.0,0.0,0.0,42.0,PatienceCode,0.0,14.0,Timeout,10.1351504184,1.0,3.0
patience:PatienceCode:WP_parameter play_game,Valid,0.13831762098701297,Valid,0.1423954134,Valid,0.1319758453783784,Valid,0.14493225137142854,Valid,0.11655576100000001,Valid,0.14374362676923075,Valid,0.14184077152941177,0.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,patience.mlw,0.0,0.0,2.0,WP_parameter play_game,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,PatienceCode,0.0,0.0,Valid,0.11331080833333332,0.0,1.0
patience:PatienceCode:WP_parameter push_card,Valid,0.2742618545555555,Valid,0.15864875004347825,Valid,0.33425948563265306,Valid,0.3625324470857143,Valid,0.2399943450392157,Timeout,10.1428850828,Timeout,10.1611041426,4.0,0.0,1.774194,3.0,11.0,31.0,0.0,0.0,2.0,patience.mlw,0.0,2.0,25.0,WP_parameter push_card,1.0,0.0,2.0,0.0,0.0,33.0,35.0,4.0,2.0,0.0,0.0,65.0,PatienceCode,0.0,24.0,Timeout,10.1426708278,2.0,5.0
patience:PatienceCode:WP_parameter test,Valid,0.13680903630985913,Valid,0.13949961996,Valid,0.12198114993548387,Valid,0.13608610666666668,Valid,0.11818285234999998,Valid,0.13120070600000003,Valid,0.13367786914583332,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,patience.mlw,0.0,0.0,0.0,WP_parameter test,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,PatienceCode,1.0,0.0,Valid,0.11645754755172413,0.0,0.0
patience:PatienceCode:WP_parameter wf_rev_append_stacks,Valid,0.1647437815,Valid,0.14046482919999997,Valid,0.15636842293181819,Valid,0.24042894722580643,Valid,0.1347193565625,Timeout,10.1449295412,Timeout,10.154416677,4.0,0.0,1.72,2.0,10.0,25.0,0.0,0.0,2.0,patience.mlw,0.0,1.0,18.0,WP_parameter wf_rev_append_stacks,0.0,0.0,2.0,0.0,1.0,26.0,27.0,2.0,1.0,0.0,0.0,51.0,PatienceCode,0.0,19.0,Valid,0.32991689782291667,2.0,3.0
patience:PigeonHole:WP_parameter pigeon_hole,Unknown,0.14203844108888888,Unknown,0.14262625296666667,Valid,1.1185117383333334,Timeout,10.276410217199999,Timeout,10.103480056799999,Valid,0.15201120341176472,Valid,0.15065858078571429,42.0,0.0,2.088235,0.0,28.0,204.0,0.0,0.0,0.0,patience.mlw,0.0,11.0,111.0,WP_parameter pigeon_hole,2.0,0.0,23.0,46.0,11.0,210.0,206.0,2.0,11.0,17.0,0.0,427.0,PigeonHole,0.0,164.0,Timeout,10.102715359,0.0,0.0
pigeonhole:Pigeonhole:WP_parameter below,Valid,0.10964470508695653,Valid,0.1135475253448276,Valid,0.12228496805555553,Valid,0.14688635275,Valid,0.10456213140000001,Valid,0.6786919292978724,Valid,0.6671562069999999,9.0,0.0,2.236842,0.0,15.0,38.0,0.0,0.0,0.0,pigeonhole.mlw,0.0,5.0,24.0,WP_parameter below,1.0,3.0,2.0,9.0,3.0,40.0,42.0,4.0,5.0,0.0,0.0,86.0,Pigeonhole,0.0,30.0,Valid,0.296479871525,0.0,1.0
pigeonhole:Pigeonhole:WP_parameter pigeonhole,Unknown,0.24577891842857144,Unknown,0.12037675500000002,Timeout,10.082877374999999,Timeout,11.1164678218,Timeout,10.1228060342,Timeout,10.107811535,Timeout,10.0977020808,31.0,0.0,2.182609,0.0,23.0,115.0,0.0,5.0,2.0,pigeonhole.mlw,0.0,13.0,73.0,WP_parameter pigeonhole,1.0,6.0,10.0,22.0,1.0,115.0,122.0,7.0,18.0,0.0,0.0,252.0,Pigeonhole,0.0,88.0,Timeout,10.074274358,0.0,3.0
power:FastExponentiation:WP_parameter fast_exp,Valid,0.49346538041666665,Valid,0.17201734879166666,Timeout,10.109091123999999,Timeout,11.094874414,Unknown,0.06799498652000001,Failure,8.227950667,Failure,8.2248921884,3.0,0.0,2.318182,0.0,12.0,22.0,0.0,0.0,0.0,power.mlw,0.0,1.0,16.0,WP_parameter fast_exp,2.0,0.0,1.0,8.0,2.0,27.0,24.0,2.0,1.0,0.0,0.0,52.0,FastExponentiation,0.0,19.0,Unknown,0.06845887292307694,0.0,0.0
power:FastExponentiation:WP_parameter fast_exp_imperative,Timeout,11.069923380599999,Timeout,10.0821511372,Timeout,10.0775467694,Timeout,11.083138849200001,Unknown,0.07250053237500001,Failure,8.401559683799999,Failure,8.5815743642,9.0,0.0,2.232143,0.0,19.0,56.0,0.0,0.0,0.0,power.mlw,0.0,7.0,40.0,WP_parameter fast_exp_imperative,2.0,0.0,7.0,13.0,0.0,61.0,58.0,2.0,7.0,0.0,0.0,126.0,FastExponentiation,0.0,48.0,Unknown,0.06852856051999999,0.0,0.0
queens:NQueensSets:WP_parameter queens3,Valid,0.1566847853,Valid,0.1379335237848101,Valid,0.15756753417708333,Valid,3.2441730008,Timeout,10.1002206026,Valid,0.14624673700000002,Valid,0.1442347979,27.0,0.0,2.1,0.0,21.0,100.0,0.0,2.0,0.0,queens.mlw,0.0,11.0,59.0,WP_parameter queens3,0.0,5.0,7.0,15.0,2.0,98.0,105.0,5.0,13.0,5.0,0.0,211.0,NQueensSets,0.0,78.0,Timeout,10.0975864736,0.0,5.0
queens:NQueensSets:WP_parameter t3,Timeout,11.105359381800001,Timeout,10.1265658222,Timeout,10.1005124666,Timeout,10.186303303999999,Timeout,10.0972293824,Timeout,10.1844848164,Timeout,10.174271460400002,91.0,0.0,2.153203,0.0,41.0,359.0,0.0,6.0,0.0,queens.mlw,0.0,32.0,228.0,WP_parameter t3,2.0,12.0,26.0,29.0,2.0,367.0,373.0,14.0,38.0,12.0,0.0,774.0,NQueensSets,0.0,334.0,Timeout,10.104371544,0.0,4.0
queens:NQueensSetsTermination:WP_parameter t,Valid,0.3192414314857143,Valid,0.1536770472553191,Valid,0.15267275668,Valid,0.22505503394999998,Valid,0.12638505744444442,Valid,0.2592749703400001,Valid,0.260028849875,5.0,0.0,1.857143,0.0,18.0,42.0,0.0,0.0,0.0,queens.mlw,0.0,5.0,29.0,WP_parameter t,0.0,0.0,5.0,2.0,1.0,32.0,42.0,0.0,5.0,2.0,0.0,79.0,NQueensSetsTermination,0.0,30.0,Valid,0.14992720225581394,0.0,0.0
queens:Solution:no_duplicate,Unknown,0.11256432217808217,Unknown,0.11911284484000001,Valid,0.09559612513888889,Valid,0.129019015375,Valid,0.09142504789090906,Unknown,0.12791337375,Unknown,0.1273595973548387,2.0,0.0,2.166667,0.0,8.0,12.0,0.0,0.0,0.0,queens.mlw,0.0,2.0,7.0,no_duplicate,0.0,0.0,2.0,0.0,0.0,13.0,12.0,0.0,2.0,1.0,0.0,27.0,Solution,0.0,13.0,Valid,0.13948117156164383,0.0,0.0
queens:Solution:partial_solution_eq_prefix,Valid,0.128987898125,Valid,0.12557466021875002,Valid,0.10239986849999999,Valid,0.11982945241176471,Valid,0.09269866834999999,Valid,0.12164302531034484,Valid,0.11877164474000003,0.0,0.0,2.4,0.0,5.0,5.0,0.0,0.0,0.0,queens.mlw,0.0,1.0,3.0,partial_solution_eq_prefix,0.0,0.0,2.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,0.0,13.0,Solution,0.0,7.0,Valid,0.08723855466,0.0,0.0
queens_bv:Bits:WP_parameter add_singleton,Valid,5.1373925684,Valid,0.6074841867222223,Valid,1.4448585627500001,Timeout,10.185224056200001,Unknown,0.35087605670999994,Failure,4.8769697782,Timeout,10.175409109799999,8.0,0.0,1.861111,0.0,10.0,36.0,0.0,0.0,0.0,queens_bv.mlw,0.0,4.0,27.0,WP_parameter add_singleton,0.0,3.0,1.0,3.0,0.0,31.0,39.0,3.0,4.0,0.0,0.0,68.0,Bits,0.0,22.0,Unknown,0.19253956562686567,0.0,6.0
queens_bv:Bits:WP_parameter below,Timeout,11.1399763686,Valid,1.5350508057999999,Valid,1.9740288870625,Timeout,10.185881845,Unknown,0.34053095240000003,Failure,4.9638572914,Timeout,10.1348477992,2.0,0.0,1.705882,0.0,10.0,17.0,0.0,0.0,0.0,queens_bv.mlw,0.0,2.0,14.0,WP_parameter below,0.0,1.0,1.0,3.0,0.0,13.0,18.0,1.0,2.0,0.0,0.0,30.0,Bits,0.0,7.0,Unknown,0.17023044585000005,0.0,3.0
queens_bv:Bits:WP_parameter diff,Valid,4.3986933932,Valid,0.42847588566000006,Valid,0.7428632784999999,Timeout,10.1751169594,Unknown,0.34661268694117653,Failure,4.9878743152,Timeout,10.166722427,7.0,0.0,1.90625,0.0,10.0,32.0,0.0,0.0,0.0,queens_bv.mlw,0.0,4.0,24.0,WP_parameter diff,0.0,3.0,1.0,3.0,0.0,29.0,35.0,3.0,4.0,0.0,0.0,62.0,Bits,0.0,20.0,Unknown,0.17482224224137932,0.0,6.0
queens_bv:Bits:WP_parameter div2,Valid,0.41080237502380956,Valid,0.2686532514125,Timeout,6.874563631339999,Timeout,10.1742092844,Unknown,0.3334266834285714,Failure,5.0125612878,Timeout,10.166035558799999,4.0,0.0,1.863636,0.0,10.0,22.0,0.0,0.0,0.0,queens_bv.mlw,0.0,3.0,17.0,WP_parameter div2,0.0,2.0,1.0,3.0,0.0,19.0,24.0,2.0,3.0,0.0,0.0,42.0,Bits,0.0,12.0,Unknown,0.18885123457142855,0.0,4.0
