,Alt-Ergo-0.95.2 result,Alt-Ergo-0.95.2 time,Alt-Ergo-1.01 result,Alt-Ergo-1.01 time,CVC3 result,CVC3 time,CVC4 result,CVC4 time,Yices result,Yices time,Z3-4.3.2 result,Z3-4.3.2 time,Z3-4.4.1 result,Z3-4.4.1 time,and,as,avg_op_arity,case,depth,divisor,eps,exists,false,file,float,forall,func,goal,if,iff,impl,int,let,n_branches,n_ops,n_preds,n_quants,not,or,size,theory,true,var,veriT result,veriT time,wild,zero_ar
add_list:AddListImp:WP_parameter main,Unknown,2.8684006286000003,Unknown,0.2574182025555556,Valid,0.11984090638461538,Valid,0.15002924014285712,Valid,0.10362942988372095,Valid,0.1273461764,Valid,0.13450900206060604,2.0,0.0,1.619048,0.0,8.0,21.0,0.0,0.0,0.0,add_list.mlw,3.0,1.0,17.0,WP_parameter main,0.0,0.0,1.0,4.0,1.0,14.0,21.0,0.0,1.0,0.0,0.0,35.0,AddListImp,0.0,6.0,Timeout,10.086177854999999,0.0,1.0
add_list:AddListImp:WP_parameter sum,Unknown,0.46684052439999996,Unknown,0.2209102048,Valid,0.11576572008,Valid,0.1460418725428571,Valid,0.10893088736363638,Valid,0.136739795,Valid,0.13626319216216215,8.0,0.0,1.848485,3.0,16.0,66.0,0.0,0.0,3.0,add_list.mlw,1.0,6.0,53.0,WP_parameter sum,1.0,0.0,5.0,1.0,0.0,60.0,70.0,4.0,6.0,0.0,0.0,133.0,AddListImp,1.0,49.0,Timeout,10.087146319800002,2.0,3.0
add_list:AddListRec:WP_parameter main,Unknown,2.8859731192,Unknown,0.2596411976666666,Valid,0.11273546901587304,Valid,0.1341351440909091,Valid,0.10148125954385966,Valid,0.125985001,Valid,0.1335813227,2.0,0.0,1.619048,0.0,8.0,21.0,0.0,0.0,0.0,add_list.mlw,3.0,1.0,17.0,WP_parameter main,0.0,0.0,1.0,4.0,1.0,14.0,21.0,0.0,1.0,0.0,0.0,35.0,AddListRec,0.0,6.0,Timeout,10.0803478892,0.0,1.0
add_list:AddListRec:WP_parameter sum,Valid,0.1196087348,Valid,0.14069588182051282,Valid,0.10608661753846155,Valid,0.15398359473529413,Valid,0.10300146124444445,Valid,0.13028533164864864,Valid,0.14498238522222223,5.0,0.0,1.806452,3.0,10.0,31.0,0.0,0.0,1.0,add_list.mlw,1.0,2.0,25.0,WP_parameter sum,0.0,0.0,1.0,1.0,0.0,32.0,34.0,3.0,2.0,0.0,0.0,66.0,AddListRec,0.0,26.0,Timeout,10.0938609276,1.0,2.0
algo63:Algo63:WP_parameter exchange,Valid,0.20937128879999997,Valid,0.18631399466666665,Timeout,7.872374101709999,Timeout,10.283582796,Valid,0.17333463240000002,Unknown,1.6660380177499998,Unknown,1.1693989238,17.0,0.0,2.18,0.0,17.0,50.0,0.0,0.0,0.0,algo63.mlw,0.0,3.0,28.0,WP_parameter exchange,0.0,0.0,3.0,9.0,2.0,57.0,50.0,0.0,3.0,0.0,0.0,110.0,Algo63,0.0,48.0,Timeout,10.136583608399999,0.0,0.0
algo63:Algo63:WP_parameter partition,Timeout,11.1434483696,Timeout,10.151270353200001,Unknown,0.1888494932,Timeout,11.005580524333334,Timeout,10.1516219188,Unknown,3.5267563284,Timeout,10.157217139599998,25.0,0.0,2.164557,0.0,17.0,79.0,0.0,1.0,0.0,algo63.mlw,0.0,8.0,44.0,WP_parameter partition,0.0,0.0,8.0,6.0,2.0,84.0,79.0,0.0,9.0,0.0,0.0,172.0,Algo63,0.0,78.0,Timeout,10.1501195846,0.0,0.0
algo63:Algo63:WP_parameter partition_,Timeout,11.1689356288,Timeout,10.1835989242,Valid,3.8093627604,Timeout,10.3634659354,Timeout,10.172362948800002,Valid,4.501313581,Valid,4.796819170499999,330.0,0.0,2.172475,0.0,55.0,1119.0,0.0,0.0,0.0,algo63.mlw,0.0,89.0,658.0,WP_parameter partition_,12.0,0.0,89.0,84.0,14.0,1212.0,1131.0,12.0,89.0,0.0,28.0,2432.0,Algo63,0.0,1128.0,Timeout,10.211538269600002,0.0,0.0
algo64:Algo64:WP_parameter qs,Valid,0.1417702986,Valid,0.1441683899090909,Valid,0.155903339425,Valid,0.199770886,Timeout,10.130513498800001,Valid,0.1495368046,Valid,0.17330425934042554,7.0,0.0,2.344828,0.0,14.0,29.0,0.0,0.0,0.0,algo64.mlw,0.0,2.0,17.0,WP_parameter qs,1.0,0.0,2.0,13.0,3.0,37.0,30.0,1.0,2.0,0.0,0.0,69.0,Algo64,0.0,24.0,Valid,0.11967062519999998,0.0,0.0
algo64:Algo64:WP_parameter quicksort,Timeout,11.10764641,Valid,1.2433644580625,Unknown,3.3701480329120876,Timeout,10.242817161599998,Timeout,10.1320052184,Timeout,10.150069139200001,Timeout,10.149348467400001,34.0,0.0,2.306306,0.0,24.0,111.0,0.0,0.0,0.0,algo64.mlw,0.0,7.0,66.0,WP_parameter quicksort,1.0,0.0,7.0,24.0,4.0,138.0,112.0,1.0,7.0,0.0,0.0,257.0,Algo64,0.0,114.0,Timeout,10.106584906199998,0.0,0.0
algo65:Algo65:WP_parameter find,Timeout,11.137835540800001,Valid,4.929996535090909,Unknown,0.7015417223134328,Timeout,11.160472307166666,Timeout,10.1236114698,Timeout,10.187822022599999,Timeout,10.165982697599999,112.0,0.0,2.200495,0.0,34.0,404.0,0.0,6.0,0.0,algo65.mlw,0.0,33.0,254.0,WP_parameter find,4.0,0.0,33.0,37.0,5.0,443.0,408.0,4.0,39.0,0.0,0.0,890.0,Algo65,0.0,406.0,Timeout,10.133777757599999,0.0,0.0
all_distinct:AllDistinct:WP_parameter all_distinct,Valid,0.1834130245892857,Valid,0.2612454843571429,Timeout,10.1155501902,Valid,0.4879149734000001,Valid,0.2304395957272727,Valid,0.14682416885106384,Valid,0.16523534795652176,50.0,0.0,2.021186,0.0,31.0,236.0,0.0,4.0,0.0,all_distinct.mlw,0.0,18.0,134.0,WP_parameter all_distinct,1.0,4.0,35.0,47.0,2.0,222.0,241.0,5.0,22.0,15.0,0.0,478.0,AllDistinct,0.0,168.0,Timeout,10.0883707512,0.0,7.0
arm:InsertionSortExample:WP_parameter path_init_l2,Valid,0.25177504964634145,Valid,0.1365333601851852,Unknown,1.8899247444,Unknown,0.13625102372727274,Unknown,0.09467043740000002,Unknown,0.12818030939999997,Unknown,0.129285967,1.0,0.0,2.333333,0.0,14.0,15.0,0.0,0.0,0.0,arm.mlw,0.0,5.0,9.0,WP_parameter path_init_l2,0.0,0.0,5.0,4.0,0.0,16.0,15.0,0.0,5.0,0.0,0.0,36.0,InsertionSortExample,0.0,12.0,Timeout,10.093452897599999,0.0,0.0
arm:InsertionSortExample:WP_parameter path_l2_exit,Valid,0.13153257577419356,Valid,0.1279682938148148,Valid,0.1015365308,Valid,0.1265349876,Valid,0.09907429672222223,Valid,0.12348226659999999,Valid,0.1283368962727273,1.0,0.0,2.0625,0.0,9.0,16.0,0.0,0.0,0.0,arm.mlw,0.0,3.0,11.0,WP_parameter path_l2_exit,0.0,1.0,4.0,3.0,0.0,16.0,17.0,1.0,3.0,0.0,0.0,34.0,InsertionSortExample,0.0,11.0,Valid,0.12090200233333333,0.0,2.0
arm:M:WP_parameter insertion_sort,Valid,3.5075678718,Valid,0.21576503480000003,Unknown,0.44399463388235294,Timeout,10.1614560116,Unknown,0.107525432,Valid,0.19077355940000001,Valid,0.17327815705555555,47.0,0.0,2.061453,0.0,41.0,179.0,0.0,0.0,0.0,arm.mlw,0.0,10.0,117.0,WP_parameter insertion_sort,2.0,0.0,9.0,66.0,6.0,179.0,181.0,2.0,10.0,0.0,0.0,370.0,M,0.0,113.0,Unknown,0.10502861801020408,0.0,0.0
assigning_meanings_to_programs:Division:WP_parameter division,Valid,0.11347893360000001,Valid,0.12386327673529411,Valid,0.09831209516,Valid,0.12507542002222224,Unknown,0.09332588692000002,Valid,0.14127478873170732,Valid,0.1206830878,9.0,0.0,2.179487,0.0,16.0,39.0,0.0,0.0,0.0,assigning_meanings_to_programs.mlw,0.0,4.0,26.0,WP_parameter division,1.0,0.0,4.0,9.0,0.0,42.0,40.0,1.0,4.0,0.0,0.0,86.0,Division,0.0,33.0,Unknown,0.09441667634000002,0.0,0.0
assigning_meanings_to_programs:Sum:WP_parameter sum,Valid,0.12495131740000001,Valid,0.13571200052173915,Valid,0.1129616778,Valid,0.17241141817391306,Valid,0.12838467812820512,Valid,0.15348896859090908,Valid,0.18585488390243904,13.0,0.0,2.215686,0.0,17.0,51.0,0.0,0.0,0.0,assigning_meanings_to_programs.mlw,0.0,4.0,34.0,WP_parameter sum,1.0,0.0,4.0,20.0,0.0,58.0,52.0,1.0,4.0,0.0,0.0,114.0,Sum,0.0,38.0,Timeout,10.084403065,0.0,0.0
bag:BagImpl:WP_parameter add,Timeout,11.093660018600001,Timeout,10.119692094,Timeout,10.0927956954,Timeout,10.166472801400001,Timeout,10.0921812898,Valid,0.4584676272,Valid,0.4798451884,15.0,0.0,2.131579,2.0,25.0,76.0,0.0,0.0,2.0,bag.mlw,0.0,11.0,48.0,WP_parameter add,0.0,0.0,10.0,12.0,1.0,80.0,78.0,2.0,11.0,2.0,0.0,169.0,BagImpl,2.0,60.0,Timeout,10.100910763,4.0,0.0
bag:BagImpl:WP_parameter clear,Valid,0.12101353399999999,Valid,0.13377396525,Valid,0.13085234865789475,Valid,0.173645894,Valid,0.11671575760000001,Valid,0.14789607731249999,Valid,0.14001331320000002,13.0,0.0,2.081967,2.0,19.0,61.0,0.0,0.0,2.0,bag.mlw,0.0,9.0,38.0,WP_parameter clear,0.0,0.0,8.0,13.0,0.0,64.0,63.0,2.0,9.0,2.0,0.0,134.0,BagImpl,2.0,41.0,Timeout,10.092204080199998,4.0,2.0
bag:BagImpl:WP_parameter create,Valid,0.1215763736,Valid,0.12319002539999999,Valid,0.124656222,Valid,0.16595757656,Valid,0.114994418875,Valid,0.13563331220000002,Valid,0.13553306360869563,7.0,0.0,1.882353,2.0,15.0,34.0,0.0,0.0,2.0,bag.mlw,0.0,4.0,23.0,WP_parameter create,0.0,0.0,3.0,10.0,0.0,34.0,36.0,2.0,4.0,1.0,0.0,71.0,BagImpl,2.0,13.0,Valid,0.10995213729411767,4.0,3.0
bag:BagImpl:WP_parameter get,Valid,0.11918435669767444,Valid,0.132083851125,Valid,0.14082047727272728,Timeout,10.156281528,Unknown,1.6832934308000003,Valid,0.134644966,Valid,0.1378438296,9.0,0.0,1.952381,2.0,12.0,42.0,0.0,0.0,2.0,bag.mlw,0.0,4.0,27.0,WP_parameter get,0.0,0.0,3.0,5.0,1.0,41.0,44.0,2.0,4.0,2.0,0.0,89.0,BagImpl,2.0,28.0,Timeout,10.084306866599999,4.0,0.0
bag:BagImpl:WP_parameter remove,Timeout,11.1067470356,Timeout,10.1182490194,Timeout,10.1157420342,Timeout,10.1778468022,Timeout,10.1529979462,Timeout,10.122087091000001,Timeout,10.132728150599998,37.0,0.0,2.251282,4.0,33.0,195.0,0.0,0.0,4.0,bag.mlw,0.0,25.0,134.0,WP_parameter remove,1.0,0.0,18.0,32.0,2.0,227.0,200.0,5.0,25.0,4.0,0.0,452.0,BagImpl,4.0,179.0,Timeout,10.1027987892,8.0,0.0
bag:Harness:WP_parameter test1,Timeout,11.0994292782,Timeout,10.1021511396,Timeout,10.109474546600001,Timeout,10.1843432032,Timeout,10.1095422038,Valid,0.15109702839130434,Valid,0.15955117387323942,37.0,0.0,2.103896,6.0,23.0,154.0,0.0,0.0,6.0,bag.mlw,0.0,18.0,99.0,WP_parameter test1,0.0,0.0,12.0,33.0,0.0,166.0,160.0,6.0,18.0,6.0,0.0,343.0,Harness,6.0,108.0,Timeout,10.0975360228,12.0,1.0
balance:Puzzle12:WP_parameter solve12,Valid,1.3147664975,Valid,1.3298766945999998,Failure,7.286574931142857,Valid,0.370115346,Valid,0.16196913590909096,Valid,0.20464282693023253,Valid,0.21937418410526313,142.0,0.0,1.836842,26.0,43.0,570.0,0.0,0.0,0.0,balance.mlw,0.0,29.0,385.0,WP_parameter solve12,1.0,0.0,16.0,226.0,26.0,624.0,597.0,27.0,29.0,1.0,0.0,1150.0,Puzzle12,0.0,296.0,Valid,0.17624770069047618,2.0,100.0
balance:Puzzle8:WP_parameter solve3,Valid,0.15756982856410257,Valid,0.1618208244473684,Valid,0.1417758008,Timeout,10.1758916292,Valid,0.1202484854,Valid,0.1426334326,Valid,0.17424867724,11.0,0.0,2.019608,2.0,17.0,51.0,0.0,0.0,0.0,balance.mlw,0.0,4.0,35.0,WP_parameter solve3,0.0,0.0,2.0,13.0,3.0,61.0,53.0,2.0,4.0,0.0,0.0,112.0,Puzzle8,0.0,42.0,Timeout,10.11438929,0.0,6.0
balance:Puzzle8:WP_parameter solve8,Valid,0.5385525204285714,Valid,0.30097659120000003,Valid,0.36769069083333333,Valid,0.1882675976,Valid,0.1308563852,Valid,0.16325912623809521,Valid,0.18636889955384614,24.0,0.0,2.06383,4.0,29.0,94.0,0.0,0.0,0.0,balance.mlw,0.0,6.0,62.0,WP_parameter solve8,0.0,0.0,3.0,50.0,5.0,116.0,98.0,4.0,6.0,0.0,0.0,210.0,Puzzle8,0.0,55.0,Timeout,10.126188128599999,1.0,10.0
bellman_ford:BellmanFord:WP_parameter bellman_ford,Timeout,11.1607241036,Unknown,1.0891128352,Timeout,10.197636982999999,Timeout,10.325904102199999,Timeout,10.1968238734,Timeout,10.1731439348,Timeout,10.1905546216,41.0,0.0,1.672535,6.0,31.0,284.0,0.0,4.0,2.0,bellman_ford.mlw,0.0,24.0,207.0,WP_parameter bellman_ford,5.0,3.0,22.0,11.0,5.0,232.0,298.0,14.0,28.0,9.0,0.0,494.0,BellmanFord,2.0,153.0,Timeout,10.150417321800001,0.0,64.0
bellman_ford:BellmanFord:WP_parameter relax,Timeout,11.1369557872,Timeout,10.147941513200001,Timeout,10.1577383846,Timeout,11.1886632748,Failure,5.687225042055555,Timeout,10.1800241608,Timeout,10.2263089112,3.0,0.0,2.0,3.0,12.0,37.0,0.0,0.0,1.0,bellman_ford.mlw,0.0,2.0,31.0,WP_parameter relax,1.0,0.0,2.0,1.0,0.0,46.0,41.0,4.0,2.0,1.0,0.0,84.0,BellmanFord,1.0,38.0,Timeout,10.1242542682,0.0,5.0
bellman_ford:BellmanFord:key_lemma_2,Timeout,11.1445543464,Timeout,10.141428271399999,Timeout,10.1434232764,Timeout,11.188046960400001,Timeout,10.138930042599998,Timeout,10.172600325000001,Timeout,10.1796707318,0.0,0.0,1.4,0.0,7.0,10.0,0.0,0.0,0.0,bellman_ford.mlw,0.0,2.0,7.0,key_lemma_2,0.0,0.0,2.0,0.0,0.0,6.0,10.0,0.0,2.0,1.0,0.0,15.0,BellmanFord,0.0,3.0,Timeout,10.1719692418,0.0,3.0
bellman_ford:Graph:key_lemma_1,Timeout,11.1314153232,Timeout,10.1406777684,Timeout,10.1196890112,Timeout,11.1813397218,Timeout,10.130145208,Timeout,10.184028083,Timeout,10.1733582148,1.0,0.0,1.833333,0.0,8.0,18.0,0.0,2.0,0.0,bellman_ford.mlw,0.0,2.0,13.0,key_lemma_1,0.0,0.0,4.0,0.0,0.0,15.0,18.0,0.0,4.0,0.0,0.0,34.0,Graph,0.0,12.0,Timeout,10.128050935,0.0,3.0
bellman_ford:Graph:long_path_decomposition,Valid,1.2719135828333332,Valid,0.7379714317499999,Valid,6.2721914342941165,Timeout,11.171108866199999,Timeout,10.153751364399998,Timeout,10.1621436068,Timeout,10.198844140599999,0.0,0.0,1.882353,0.0,11.0,17.0,0.0,2.0,0.0,bellman_ford.mlw,0.0,1.0,14.0,long_path_decomposition,0.0,0.0,2.0,0.0,0.0,15.0,17.0,0.0,3.0,0.0,1.0,33.0,Graph,0.0,13.0,Timeout,10.130380158200001,0.0,2.0
bellman_ford:Graph:long_path_decomposition_pigeon1,Valid,7.4126538752,Valid,1.0250358130000001,Timeout,10.130338811,Timeout,10.2016001278,Timeout,10.1835780188,Failure,10.183042257399999,Failure,10.172432412600001,0.0,0.0,1.666667,0.0,8.0,12.0,0.0,0.0,0.0,bellman_ford.mlw,0.0,2.0,8.0,long_path_decomposition_pigeon1,0.0,0.0,3.0,0.0,0.0,10.0,12.0,0.0,2.0,1.0,0.0,21.0,Graph,0.0,7.0,Timeout,10.1261168016,0.0,3.0
bellman_ford:Graph:long_path_decomposition_pigeon2,Valid,0.164406137,Valid,0.14193943400000003,Valid,0.17750529228571427,Valid,0.2825208522051283,Timeout,10.171168764599999,Valid,9.080742635400002,Valid,8.789284863875,0.0,0.0,1.833333,0.0,10.0,18.0,0.0,1.0,0.0,bellman_ford.mlw,0.0,2.0,15.0,long_path_decomposition_pigeon2,0.0,0.0,3.0,0.0,0.0,15.0,18.0,0.0,3.0,0.0,0.0,34.0,Graph,0.0,13.0,Timeout,10.1293340498,0.0,2.0
bellman_ford:Graph:long_path_decomposition_pigeon3,Timeout,11.119537263,Timeout,10.119619856400002,Timeout,10.124469443,Valid,1.3759052558292684,Timeout,10.152186355400001,Timeout,10.1758034042,Timeout,10.1742993316,0.0,0.0,2.25,0.0,10.0,16.0,0.0,3.0,0.0,bellman_ford.mlw,0.0,1.0,14.0,long_path_decomposition_pigeon3,0.0,0.0,1.0,0.0,0.0,17.0,16.0,0.0,4.0,0.0,1.0,37.0,Graph,0.0,17.0,Failure,10.1531190928,0.0,0.0
bellman_ford:Graph:path_in_vertices,Valid,0.14400904939999998,Valid,0.17736639603999996,Valid,0.24075770983333336,Valid,0.264876244,Valid,0.172886358,Valid,0.3569552987142858,Valid,0.39349812855,0.0,0.0,1.714286,0.0,5.0,7.0,0.0,0.0,0.0,bellman_ford.mlw,0.0,1.0,5.0,path_in_vertices,0.0,0.0,2.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,13.0,Graph,0.0,5.0,Valid,0.15598898021126764,0.0,2.0
bellman_ford:Graph:simple_path,Timeout,11.126056033800001,Timeout,10.131612738800001,Timeout,10.1173481324,Timeout,11.167132168799998,Unknown,5.833008704322581,Timeout,10.162831358,Timeout,10.1734100128,1.0,0.0,1.6,0.0,7.0,10.0,0.0,1.0,0.0,bellman_ford.mlw,0.0,1.0,8.0,simple_path,0.0,0.0,1.0,0.0,0.0,8.0,10.0,0.0,2.0,0.0,0.0,17.0,Graph,0.0,5.0,Timeout,10.130652389000002,0.0,3.0
bellman_ford:Graph:vertices_cardinal_pos,Valid,0.1293389175625,Valid,0.1582159538,Valid,0.1343748009090909,Valid,0.17456616685294116,Valid,0.11767080775,Valid,0.17234649327272725,Valid,0.14501354096774197,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,bellman_ford.mlw,0.0,0.0,3.0,vertices_cardinal_pos,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,Graph,0.0,0.0,Valid,0.11745205635294116,0.0,1.0
binary_multiplication:BinaryMultiplication:WP_parameter binary_mult,Valid,0.7572760578076925,Valid,0.2237095019,Valid,0.16902777113793108,Timeout,10.13305623,Unknown,0.11440253204166666,Valid,0.7480931494285715,Valid,1.2825707406,11.0,0.0,2.145161,0.0,20.0,62.0,0.0,0.0,0.0,binary_multiplication.mlw,0.0,7.0,41.0,WP_parameter binary_mult,2.0,0.0,7.0,17.0,0.0,63.0,64.0,2.0,7.0,3.0,0.0,134.0,BinaryMultiplication,0.0,46.0,Unknown,0.10832763255555557,0.0,0.0
binary_search:BinarySearch:WP_parameter binary_search,Valid,0.4786239777692307,Valid,0.23777619021621624,Failure,10.2233584318,Valid,0.20796255135555555,Valid,0.16352501800000002,Valid,0.1683826698,Valid,0.18939321088888889,33.0,0.0,2.142857,0.0,22.0,126.0,0.0,0.0,0.0,binary_search.mlw,0.0,10.0,77.0,WP_parameter binary_search,3.0,0.0,14.0,23.0,1.0,132.0,129.0,3.0,10.0,1.0,0.0,271.0,BinarySearch,0.0,109.0,Unknown,0.18279784655102038,0.0,0.0
binary_search:BinarySearchAnyMidPoint:WP_parameter binary_search,Valid,0.175553835125,Valid,0.20467757320000002,Unknown,3.3884901346,Valid,0.190791917,Valid,0.18852855158333334,Valid,0.18384892238297876,Valid,0.17684170112121209,33.0,0.0,2.153226,0.0,23.0,124.0,0.0,0.0,0.0,binary_search.mlw,0.0,11.0,75.0,WP_parameter binary_search,3.0,0.0,15.0,22.0,0.0,130.0,127.0,3.0,11.0,1.0,0.0,268.0,BinarySearchAnyMidPoint,0.0,108.0,Timeout,10.1608109376,0.0,0.0
binary_search:BinarySearchInt32:WP_parameter binary_search,Timeout,11.201165455799998,Valid,0.9576454527999999,Timeout,10.1901510692,Valid,0.889615592125,Unknown,0.4227765474,Failure,6.380607399333333,Valid,0.22397850680000003,45.0,0.0,1.707904,0.0,55.0,291.0,0.0,0.0,0.0,binary_search.mlw,0.0,24.0,216.0,WP_parameter binary_search,3.0,3.0,28.0,27.0,0.0,183.0,297.0,6.0,24.0,2.0,0.0,498.0,BinarySearchInt32,0.0,150.0,Unknown,0.23849641185714288,0.0,6.0
binary_sqrt:BinarySqrt:WP_parameter sqrt,Timeout,11.089550158,Timeout,10.1220064476,Failure,0.08021208440000001,Timeout,11.0931038622,Unknown,0.0858436421617647,Unknown,4.066851769,Timeout,10.095563075600001,18.0,0.0,2.070175,0.0,23.0,114.0,0.0,0.0,0.0,binary_sqrt.mlw,21.0,2.0,92.0,WP_parameter sqrt,5.0,0.0,2.0,4.0,2.0,116.0,119.0,5.0,2.0,0.0,0.0,237.0,BinarySqrt,0.0,91.0,Unknown,0.07920028650000001,0.0,0.0
binary_sqrt:BinarySqrt:WP_parameter sqrt_main,Valid,0.093191203,Valid,0.11212817172727273,Valid,0.081922052,Valid,0.10057517808571428,Unknown,0.08341780940697675,Valid,0.0836417674,Valid,0.1066068192142857,7.0,0.0,2.034483,0.0,10.0,29.0,0.0,0.0,0.0,binary_sqrt.mlw,4.0,2.0,20.0,WP_parameter sqrt_main,0.0,0.0,2.0,3.0,0.0,29.0,29.0,0.0,2.0,0.0,0.0,60.0,BinarySqrt,0.0,22.0,Unknown,0.07259404407407408,0.0,0.0
bitcount:AsciiCode:WP_parameter ascii,Timeout,11.1750966494,Timeout,10.1711456332,Timeout,10.153073823000001,Timeout,10.205944628000001,Unknown,0.38789787458823527,Failure,10.117116118599998,Timeout,10.171114322200001,12.0,0.0,1.5,0.0,21.0,78.0,0.0,0.0,0.0,bitcount.mlw,0.0,3.0,54.0,WP_parameter ascii,0.0,0.0,6.0,6.0,3.0,50.0,78.0,0.0,3.0,3.0,0.0,118.0,AsciiCode,0.0,31.0,Unknown,0.19146241352941173,0.0,13.0
bitcount:AsciiCode:WP_parameter bv_even,Timeout,11.169715995599997,Timeout,10.1747844362,Timeout,10.164971298600001,Timeout,10.193817634999998,Unknown,0.4145779001666667,Failure,5.591250453399999,Timeout,10.160461160599999,4.0,0.0,1.644444,0.0,11.0,45.0,0.0,3.0,0.0,bitcount.mlw,0.0,1.0,35.0,WP_parameter bv_even,0.0,3.0,2.0,8.0,0.0,30.0,48.0,3.0,4.0,4.0,0.0,75.0,AsciiCode,0.0,15.0,Unknown,0.1944463410625,0.0,7.0
bitcount:AsciiCode:WP_parameter count_or,Timeout,11.168002213200001,Timeout,10.1641913442,Timeout,10.169305439999999,Timeout,10.2077732278,Unknown,0.3840383063709677,Failure,10.2084092458,Timeout,10.156157691799999,4.0,0.0,1.870968,0.0,16.0,93.0,7.0,0.0,0.0,bitcount.mlw,0.0,10.0,77.0,WP_parameter count_or,0.0,0.0,3.0,10.0,0.0,80.0,100.0,0.0,10.0,6.0,3.0,182.0,AsciiCode,0.0,62.0,Unknown,0.20120056230188682,0.0,8.0
bitcount:AsciiCode:WP_parameter numof_or,Timeout,11.1461744906,Timeout,10.1656921562,Valid,0.5838809804,Valid,0.4740044973333333,Unknown,0.38000968286363634,Failure,10.184763716,Valid,0.2249649245483871,5.0,0.0,2.052632,0.0,13.0,57.0,0.0,0.0,0.0,bitcount.mlw,0.0,3.0,41.0,WP_parameter numof_or,1.0,0.0,4.0,2.0,1.0,61.0,58.0,1.0,3.0,4.0,2.0,118.0,AsciiCode,0.0,55.0,Unknown,0.20381606692857143,0.0,4.0
bitcount:AsciiCode:WP_parameter tmp,Timeout,11.1878508058,Timeout,10.1894096934,Timeout,10.175457056199999,Timeout,10.2244786248,Unknown,0.39886809733333334,Failure,10.177619372799999,Valid,6.017349053538462,9.0,0.0,2.201439,0.0,20.0,139.0,15.0,0.0,0.0,bitcount.mlw,0.0,16.0,124.0,WP_parameter tmp,1.0,6.0,2.0,3.0,1.0,148.0,161.0,7.0,16.0,0.0,3.0,322.0,AsciiCode,0.0,142.0,Timeout,10.167342742399999,0.0,3.0
bitcount:AsciiCode:asciiProp,Valid,0.6869873776,Valid,0.4746186314,Valid,0.7042708805555556,Valid,0.23216075722222224,Unknown,0.40230542742857145,Failure,10.213356524000002,Valid,0.2049108651428571,2.0,0.0,1.636364,0.0,7.0,11.0,0.0,0.0,0.0,bitcount.mlw,0.0,1.0,6.0,asciiProp,0.0,1.0,0.0,0.0,0.0,6.0,12.0,1.0,1.0,2.0,1.0,19.0,AsciiCode,0.0,6.0,Unknown,0.20169967935087718,0.0,0.0
bitcount:AsciiCode:bv_odd,Valid,0.21166897646296295,Valid,0.2300214241038961,Valid,0.22306364392857142,Valid,0.21253121024,Unknown,0.3741752097252748,Failure,5.5447336996,Valid,0.1680624192,0.0,0.0,1.8,0.0,5.0,5.0,0.0,0.0,0.0,bitcount.mlw,0.0,1.0,5.0,bv_odd,0.0,1.0,0.0,1.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,10.0,AsciiCode,0.0,2.0,Valid,0.17534372466666667,0.0,1.0
bitcount:BitCount8bit_fact:WP_parameter count,Valid,0.2319749871052632,Valid,0.18636201352941179,Valid,0.21332640333333333,Valid,0.18992214566666668,Valid,0.1794753178,Valid,0.1864687392,Valid,0.17929401452380955,3.0,0.0,1.873016,0.0,18.0,63.0,2.0,0.0,0.0,bitcount.mlw,0.0,6.0,56.0,WP_parameter count,0.0,0.0,4.0,18.0,0.0,50.0,65.0,0.0,6.0,0.0,0.0,121.0,BitCount8bit_fact,0.0,32.0,Valid,0.17396270315625,0.0,0.0
bitcount:BitCount8bit_fact:WP_parameter prove,Timeout,11.1660197682,Timeout,10.1706770706,Timeout,10.1774858328,Timeout,10.213234661200001,Unknown,0.383428635875,Failure,5.4812385939375,Timeout,10.158436465,13.0,0.0,1.784173,0.0,16.0,139.0,3.0,0.0,0.0,bitcount.mlw,0.0,4.0,123.0,WP_parameter prove,0.0,0.0,3.0,58.0,0.0,106.0,142.0,0.0,4.0,0.0,0.0,252.0,BitCount8bit_fact,0.0,48.0,Unknown,0.18240360229411764,0.0,0.0
bitcount:BitCount8bit_fact:WP_parameter step1,Timeout,11.1462681928,Timeout,10.1595574504,Timeout,10.1513838756,Timeout,10.175077601999998,Unknown,0.3716813795555556,Failure,5.342869167599999,Timeout,10.1555234366,5.0,0.0,1.854839,0.0,14.0,62.0,2.0,0.0,0.0,bitcount.mlw,0.0,3.0,55.0,WP_parameter step1,0.0,0.0,1.0,17.0,1.0,51.0,64.0,0.0,3.0,0.0,0.0,118.0,BitCount8bit_fact,0.0,34.0,Unknown,0.17170498459183675,0.0,0.0
